DateTime,MapCode,ActualGenerationOutput,ProductionType
2026-01-01 00:00:00,GB,0,Solar
2026-01-01 00:00:00,GB,11071.023,Wind Offshore
2026-01-01 00:00:00,GB,6017.083,Wind Onshore
2026-01-01 00:30:00,GB,0,Solar
2026-01-01 00:30:00,GB,11041.1,Wind Offshore
2026-01-01 00:30:00,GB,5991.606,Wind Onshore
2026-01-28 05:00:00,IE,0,Fossil Hard coal
2026-01-01 00:00:00,GB,188.502,Fossil Gas
2026-01-01 00:30:00,GB,187.913,Fossil Gas
2026-01-01 01:00:00,GB,181.3,Fossil Gas
2026-01-01 01:30:00,GB,178.345,Fossil Gas
2026-01-01 02:00:00,GB,185.472,Fossil Gas
2026-01-01 02:30:00,GB,183.194,Fossil Gas
2026-01-01 03:00:00,GB,182.964,Fossil Gas
2026-01-01 03:30:00,GB,184.602,Fossil Gas
2026-01-01 04:00:00,GB,186.884,Fossil Gas
2026-01-01 04:30:00,GB,188.8,Fossil Gas
2026-01-01 05:00:00,GB,192.561,Fossil Gas
2026-01-01 05:30:00,GB,188.555,Fossil Gas
2026-01-01 06:00:00,GB,191.417,Fossil Gas
2026-01-01 06:30:00,GB,190.461,Fossil Gas
2026-01-01 07:00:00,GB,189.602,Fossil Gas
2026-01-01 07:30:00,GB,193.815,Fossil Gas
2026-01-01 08:00:00,GB,193.165,Fossil Gas
2026-01-01 08:30:00,GB,193.903,Fossil Gas
2026-01-01 09:00:00,GB,193.866,Fossil Gas
2026-01-01 09:30:00,GB,190.075,Fossil Gas
2026-01-01 10:00:00,GB,183.268,Fossil Gas
2026-01-01 10:30:00,GB,191.357,Fossil Gas
2026-01-01 11:00:00,GB,195.757,Fossil Gas
2026-01-01 11:30:00,GB,190.707,Fossil Gas
2026-01-01 12:00:00,GB,190.186,Fossil Gas
2026-01-01 12:30:00,GB,187.758,Fossil Gas
2026-01-01 13:00:00,GB,184.013,Fossil Gas
2026-01-01 13:30:00,GB,188.25,Fossil Gas
2026-01-01 14:00:00,GB,188.776,Fossil Gas
2026-01-01 14:30:00,GB,186.76,Fossil Gas
2026-01-01 15:00:00,GB,188.766,Fossil Gas
2026-01-01 15:30:00,GB,191.01,Fossil Gas
2026-01-01 16:00:00,GB,195.288,Fossil Gas
2026-01-01 16:30:00,GB,189.892,Fossil Gas
2026-01-01 17:00:00,GB,183.915,Fossil Gas
2026-01-01 17:30:00,GB,186.322,Fossil Gas
2026-01-01 18:00:00,GB,189.372,Fossil Gas
2026-01-01 18:30:00,GB,188.928,Fossil Gas
2026-01-01 19:00:00,GB,181.707,Fossil Gas
2026-01-01 19:30:00,GB,185.542,Fossil Gas
2026-01-01 20:00:00,GB,183.947,Fossil Gas
2026-01-01 20:30:00,GB,184.403,Fossil Gas
2026-01-01 21:00:00,GB,182.037,Fossil Gas
2026-01-01 21:30:00,GB,189.303,Fossil Gas
2026-01-01 22:00:00,GB,182.748,Fossil Gas
2026-01-01 22:30:00,GB,182.228,Fossil Gas
2026-01-01 23:00:00,GB,195.609,Fossil Gas
2026-01-01 23:30:00,GB,193.431,Fossil Gas
2026-01-02 00:00:00,GB,194.593,Fossil Gas
2026-01-02 00:30:00,GB,184.541,Fossil Gas
2026-01-02 01:00:00,GB,193.947,Fossil Gas
2026-01-02 01:30:00,GB,191.427,Fossil Gas
2026-01-02 02:00:00,GB,189.505,Fossil Gas
2026-01-02 02:30:00,GB,195.444,Fossil Gas
2026-01-02 03:00:00,GB,191.613,Fossil Gas
2026-01-02 03:30:00,GB,188.567,Fossil Gas
2026-01-02 04:00:00,GB,191.645,Fossil Gas
2026-01-02 04:30:00,GB,195.903,Fossil Gas
2026-01-02 05:00:00,GB,193.203,Fossil Gas
2026-01-02 05:30:00,GB,183.448,Fossil Gas
2026-01-02 06:00:00,GB,190.392,Fossil Gas
2026-01-02 06:30:00,GB,187.415,Fossil Gas
2026-01-02 07:00:00,GB,189.647,Fossil Gas
2026-01-02 07:30:00,GB,181.434,Fossil Gas
2026-01-02 08:00:00,GB,187.672,Fossil Gas
2026-01-02 08:30:00,GB,185.329,Fossil Gas
2026-01-02 09:00:00,GB,188.565,Fossil Gas
2026-01-02 09:30:00,GB,186.348,Fossil Gas
2026-01-02 10:00:00,GB,187.502,Fossil Gas
2026-01-02 10:30:00,GB,184.861,Fossil Gas
2026-01-02 11:00:00,GB,191.746,Fossil Gas
2026-01-02 11:30:00,GB,186.557,Fossil Gas
2026-01-02 12:00:00,GB,185.107,Fossil Gas
2026-01-02 12:30:00,GB,181.404,Fossil Gas
2026-01-02 13:00:00,GB,194.879,Fossil Gas
2026-01-02 13:30:00,GB,192.405,Fossil Gas
2026-01-02 14:00:00,GB,190.114,Fossil Gas
2026-01-02 14:30:00,GB,186.368,Fossil Gas
2026-01-02 15:00:00,GB,193.291,Fossil Gas
2026-01-02 15:30:00,GB,185.591,Fossil Gas
2026-01-02 16:00:00,GB,190.816,Fossil Gas
2026-01-02 16:30:00,GB,187.919,Fossil Gas
2026-01-02 17:00:00,GB,200.611,Fossil Gas
2026-01-02 17:30:00,GB,184.168,Fossil Gas
2026-01-02 18:00:00,GB,185.779,Fossil Gas
2026-01-02 18:30:00,GB,185.202,Fossil Gas
2026-01-02 19:00:00,GB,185.109,Fossil Gas
2026-01-02 19:30:00,GB,182.75,Fossil Gas
2026-01-02 20:00:00,GB,184.737,Fossil Gas
2026-01-02 20:30:00,GB,193.294,Fossil Gas
2026-01-02 21:00:00,GB,188.551,Fossil Gas
2026-01-02 21:30:00,GB,192.142,Fossil Gas
2026-01-02 22:00:00,GB,188.441,Fossil Gas
2026-01-02 22:30:00,GB,183.943,Fossil Gas
2026-01-02 23:00:00,GB,183.853,Fossil Gas
2026-01-02 23:30:00,GB,180.972,Fossil Gas
2026-01-03 00:00:00,GB,192.873,Fossil Gas
2026-01-03 00:30:00,GB,193.205,Fossil Gas
2026-01-03 01:00:00,GB,189.264,Fossil Gas
2026-01-03 01:30:00,GB,189.572,Fossil Gas
2026-01-03 02:00:00,GB,182.928,Fossil Gas
2026-01-03 02:30:00,GB,185.277,Fossil Gas
2026-01-03 03:00:00,GB,183.27,Fossil Gas
2026-01-03 03:30:00,GB,187.558,Fossil Gas
2026-01-03 04:00:00,GB,191.642,Fossil Gas
2026-01-03 04:30:00,GB,191.807,Fossil Gas
2026-01-03 05:00:00,GB,191.491,Fossil Gas
2026-01-03 05:30:00,GB,185.142,Fossil Gas
2026-01-03 06:00:00,GB,185.95,Fossil Gas
2026-01-03 06:30:00,GB,191.045,Fossil Gas
2026-01-03 07:00:00,GB,190.968,Fossil Gas
2026-01-03 07:30:00,GB,190.689,Fossil Gas
2026-01-03 08:00:00,GB,194.631,Fossil Gas
2026-01-03 08:30:00,GB,208.526,Fossil Gas
2026-01-03 09:00:00,GB,197.253,Fossil Gas
2026-01-03 09:30:00,GB,191.736,Fossil Gas
2026-01-03 10:00:00,GB,211.986,Fossil Gas
2026-01-03 10:30:00,GB,229.336,Fossil Gas
2026-01-03 11:00:00,GB,227.895,Fossil Gas
2026-01-03 11:30:00,GB,240.951,Fossil Gas
2026-01-03 12:00:00,GB,247.951,Fossil Gas
2026-01-03 12:30:00,GB,243.894,Fossil Gas
2026-01-03 13:00:00,GB,246.312,Fossil Gas
2026-01-03 13:30:00,GB,247.597,Fossil Gas
2026-01-03 14:00:00,GB,250.441,Fossil Gas
2026-01-03 14:30:00,GB,250.196,Fossil Gas
2026-01-03 15:00:00,GB,253.227,Fossil Gas
2026-01-03 15:30:00,GB,253.673,Fossil Gas
2026-01-03 16:00:00,GB,248.683,Fossil Gas
2026-01-03 16:30:00,GB,248.902,Fossil Gas
2026-01-03 17:00:00,GB,248.139,Fossil Gas
2026-01-03 17:30:00,GB,243.359,Fossil Gas
2026-01-03 18:00:00,GB,253.17,Fossil Gas
2026-01-03 18:30:00,GB,249.075,Fossil Gas
2026-01-03 19:00:00,GB,249.397,Fossil Gas
2026-01-03 19:30:00,GB,249.255,Fossil Gas
2026-01-03 20:00:00,GB,251.118,Fossil Gas
2026-01-03 20:30:00,GB,251.985,Fossil Gas
2026-01-03 21:00:00,GB,251.259,Fossil Gas
2026-01-03 21:30:00,GB,249.31,Fossil Gas
2026-01-03 22:00:00,GB,249.28,Fossil Gas
2026-01-03 22:30:00,GB,248.17,Fossil Gas
2026-01-03 23:00:00,GB,255.843,Fossil Gas
2026-01-03 23:30:00,GB,209.443,Fossil Gas
2026-01-04 00:00:00,GB,202.525,Fossil Gas
2026-01-04 00:30:00,GB,189.882,Fossil Gas
2026-01-04 01:00:00,GB,184.564,Fossil Gas
2026-01-04 01:30:00,GB,188.51,Fossil Gas
2026-01-04 02:00:00,GB,198.651,Fossil Gas
2026-01-04 02:30:00,GB,206.299,Fossil Gas
2026-01-04 03:00:00,GB,200.416,Fossil Gas
2026-01-04 03:30:00,GB,195.689,Fossil Gas
2026-01-04 04:00:00,GB,190.852,Fossil Gas
2026-01-04 04:30:00,GB,193.481,Fossil Gas
2026-01-04 05:00:00,GB,199.604,Fossil Gas
2026-01-04 05:30:00,GB,194.8,Fossil Gas
2026-01-04 06:00:00,GB,187.261,Fossil Gas
2026-01-04 06:30:00,GB,183.257,Fossil Gas
2026-01-04 07:00:00,GB,191.373,Fossil Gas
2026-01-04 07:30:00,GB,190.688,Fossil Gas
2026-01-04 08:00:00,GB,216.898,Fossil Gas
2026-01-04 08:30:00,GB,220.095,Fossil Gas
2026-01-04 09:00:00,GB,248.975,Fossil Gas
2026-01-04 09:30:00,GB,249.09,Fossil Gas
2026-01-04 10:00:00,GB,251.539,Fossil Gas
2026-01-04 10:30:00,GB,261.73,Fossil Gas
2026-01-04 11:00:00,GB,275.574,Fossil Gas
2026-01-04 11:30:00,GB,272.408,Fossil Gas
2026-01-04 12:00:00,GB,274.589,Fossil Gas
2026-01-04 12:30:00,GB,280.234,Fossil Gas
2026-01-04 13:00:00,GB,272.629,Fossil Gas
2026-01-04 13:30:00,GB,275.826,Fossil Gas
2026-01-04 14:00:00,GB,278.767,Fossil Gas
2026-01-04 14:30:00,GB,278.613,Fossil Gas
2026-01-04 15:00:00,GB,288.157,Fossil Gas
2026-01-04 15:30:00,GB,293.541,Fossil Gas
2026-01-04 16:00:00,GB,306.795,Fossil Gas
2026-01-04 16:30:00,GB,324.638,Fossil Gas
2026-01-04 17:00:00,GB,347.711,Fossil Gas
2026-01-04 17:30:00,GB,368.922,Fossil Gas
2026-01-04 18:00:00,GB,397.641,Fossil Gas
2026-01-04 18:30:00,GB,408.795,Fossil Gas
2026-01-04 19:00:00,GB,413.347,Fossil Gas
2026-01-04 19:30:00,GB,401.389,Fossil Gas
2026-01-04 20:00:00,GB,383.657,Fossil Gas
2026-01-04 20:30:00,GB,364.025,Fossil Gas
2026-01-04 21:00:00,GB,348.377,Fossil Gas
2026-01-04 21:30:00,GB,283.152,Fossil Gas
2026-01-04 22:00:00,GB,259.604,Fossil Gas
2026-01-04 22:30:00,GB,258.331,Fossil Gas
2026-01-04 23:00:00,GB,260.168,Fossil Gas
2026-01-04 23:30:00,GB,263.748,Fossil Gas
2026-01-05 00:00:00,GB,214.523,Fossil Gas
2026-01-05 00:30:00,GB,187.002,Fossil Gas
2026-01-05 01:00:00,GB,191.609,Fossil Gas
2026-01-05 01:30:00,GB,191.965,Fossil Gas
2026-01-05 02:00:00,GB,200.994,Fossil Gas
2026-01-05 02:30:00,GB,201.998,Fossil Gas
2026-01-05 03:00:00,GB,197.973,Fossil Gas
2026-01-05 03:30:00,GB,199.146,Fossil Gas
2026-01-05 04:00:00,GB,215.51,Fossil Gas
2026-01-05 04:30:00,GB,216.768,Fossil Gas
2026-01-05 05:00:00,GB,223.53,Fossil Gas
2026-01-05 05:30:00,GB,222.077,Fossil Gas
2026-01-05 06:00:00,GB,280.988,Fossil Gas
2026-01-05 06:30:00,GB,289.726,Fossil Gas
2026-01-05 07:00:00,GB,298.627,Fossil Gas
2026-01-05 07:30:00,GB,338.222,Fossil Gas
2026-01-05 08:00:00,GB,373,Fossil Gas
2026-01-05 08:30:00,GB,392.824,Fossil Gas
2026-01-05 09:00:00,GB,398.324,Fossil Gas
2026-01-05 09:30:00,GB,402.151,Fossil Gas
2026-01-05 10:00:00,GB,401.485,Fossil Gas
2026-01-05 10:30:00,GB,393.637,Fossil Gas
2026-01-05 11:00:00,GB,387.766,Fossil Gas
2026-01-05 11:30:00,GB,394.61,Fossil Gas
2026-01-05 12:00:00,GB,415.433,Fossil Gas
2026-01-05 12:30:00,GB,386.15,Fossil Gas
2026-01-05 13:00:00,GB,391.856,Fossil Gas
2026-01-05 13:30:00,GB,429.649,Fossil Gas
2026-01-05 14:00:00,GB,406.735,Fossil Gas
2026-01-05 14:30:00,GB,425.986,Fossil Gas
2026-01-05 15:00:00,GB,441.259,Fossil Gas
2026-01-05 15:30:00,GB,427.742,Fossil Gas
2026-01-05 16:00:00,GB,431.189,Fossil Gas
2026-01-05 16:30:00,GB,425.401,Fossil Gas
2026-01-05 17:00:00,GB,417.78,Fossil Gas
2026-01-05 17:30:00,GB,399.406,Fossil Gas
2026-01-05 18:00:00,GB,429.315,Fossil Gas
2026-01-05 18:30:00,GB,428.606,Fossil Gas
2026-01-05 19:00:00,GB,424.726,Fossil Gas
2026-01-05 19:30:00,GB,380.23,Fossil Gas
2026-01-05 20:00:00,GB,337.818,Fossil Gas
2026-01-05 20:30:00,GB,307.047,Fossil Gas
2026-01-05 21:00:00,GB,295.064,Fossil Gas
2026-01-05 21:30:00,GB,237.327,Fossil Gas
2026-01-05 22:00:00,GB,231.394,Fossil Gas
2026-01-05 22:30:00,GB,224.563,Fossil Gas
2026-01-05 23:00:00,GB,213.97,Fossil Gas
2026-01-05 23:30:00,GB,190.381,Fossil Gas
2026-01-06 00:00:00,GB,187.325,Fossil Gas
2026-01-06 00:30:00,GB,186.039,Fossil Gas
2026-01-06 01:00:00,GB,188.206,Fossil Gas
2026-01-06 01:30:00,GB,209.098,Fossil Gas
2026-01-06 02:00:00,GB,213.235,Fossil Gas
2026-01-06 02:30:00,GB,206.73,Fossil Gas
2026-01-06 03:00:00,GB,215.124,Fossil Gas
2026-01-06 03:30:00,GB,208.371,Fossil Gas
2026-01-06 04:00:00,GB,195.703,Fossil Gas
2026-01-06 04:30:00,GB,188.438,Fossil Gas
2026-01-06 05:00:00,GB,201.45,Fossil Gas
2026-01-06 05:30:00,GB,216.574,Fossil Gas
2026-01-06 06:00:00,GB,237.788,Fossil Gas
2026-01-06 06:30:00,GB,242.715,Fossil Gas
2026-01-06 07:00:00,GB,240.72,Fossil Gas
2026-01-06 07:30:00,GB,244.057,Fossil Gas
2026-01-06 08:00:00,GB,245.357,Fossil Gas
2026-01-06 08:30:00,GB,237.831,Fossil Gas
2026-01-06 09:00:00,GB,239.645,Fossil Gas
2026-01-06 09:30:00,GB,234.586,Fossil Gas
2026-01-06 10:00:00,GB,250.991,Fossil Gas
2026-01-06 10:30:00,GB,274.334,Fossil Gas
2026-01-06 11:00:00,GB,304.007,Fossil Gas
2026-01-06 11:30:00,GB,362.129,Fossil Gas
2026-01-06 12:00:00,GB,384.424,Fossil Gas
2026-01-06 12:30:00,GB,390.678,Fossil Gas
2026-01-06 13:00:00,GB,390.146,Fossil Gas
2026-01-06 13:30:00,GB,382.011,Fossil Gas
2026-01-06 14:00:00,GB,371.976,Fossil Gas
2026-01-06 14:30:00,GB,332.687,Fossil Gas
2026-01-06 15:00:00,GB,258.545,Fossil Gas
2026-01-06 15:30:00,GB,257.171,Fossil Gas
2026-01-06 16:00:00,GB,292.75,Fossil Gas
2026-01-06 16:30:00,GB,289.782,Fossil Gas
2026-01-06 17:00:00,GB,288.549,Fossil Gas
2026-01-06 17:30:00,GB,305.026,Fossil Gas
2026-01-06 18:00:00,GB,299.493,Fossil Gas
2026-01-06 18:30:00,GB,296.532,Fossil Gas
2026-01-06 19:00:00,GB,303.019,Fossil Gas
2026-01-06 19:30:00,GB,255.684,Fossil Gas
2026-01-06 20:00:00,GB,236.253,Fossil Gas
2026-01-06 20:30:00,GB,239.561,Fossil Gas
2026-01-06 21:00:00,GB,231.616,Fossil Gas
2026-01-06 21:30:00,GB,227.978,Fossil Gas
2026-01-06 22:00:00,GB,226.947,Fossil Gas
2026-01-06 22:30:00,GB,208.739,Fossil Gas
2026-01-06 23:00:00,GB,192.064,Fossil Gas
2026-01-06 23:30:00,GB,188.067,Fossil Gas
2026-01-07 00:00:00,GB,187.001,Fossil Gas
2026-01-07 00:30:00,GB,188.952,Fossil Gas
2026-01-07 01:00:00,GB,187.249,Fossil Gas
2026-01-07 01:30:00,GB,184.317,Fossil Gas
2026-01-07 02:00:00,GB,169.503,Fossil Gas
2026-01-07 02:30:00,GB,174.937,Fossil Gas
2026-01-07 03:00:00,GB,190.345,Fossil Gas
2026-01-07 03:30:00,GB,194.625,Fossil Gas
2026-01-07 04:00:00,GB,186.177,Fossil Gas
2026-01-07 04:30:00,GB,192.132,Fossil Gas
2026-01-07 05:00:00,GB,188.024,Fossil Gas
2026-01-07 05:30:00,GB,201.74,Fossil Gas
2026-01-07 06:00:00,GB,222.9,Fossil Gas
2026-01-07 06:30:00,GB,243.863,Fossil Gas
2026-01-07 07:00:00,GB,268.756,Fossil Gas
2026-01-07 07:30:00,GB,317.664,Fossil Gas
2026-01-07 08:00:00,GB,373.52,Fossil Gas
2026-01-07 08:30:00,GB,405.489,Fossil Gas
2026-01-07 09:00:00,GB,427.637,Fossil Gas
2026-01-07 09:30:00,GB,438.08,Fossil Gas
2026-01-07 10:00:00,GB,443.25,Fossil Gas
2026-01-07 10:30:00,GB,439.686,Fossil Gas
2026-01-07 11:00:00,GB,433.98,Fossil Gas
2026-01-07 11:30:00,GB,445.107,Fossil Gas
2026-01-07 12:00:00,GB,446.806,Fossil Gas
2026-01-07 12:30:00,GB,447.621,Fossil Gas
2026-01-07 13:00:00,GB,448.376,Fossil Gas
2026-01-07 13:30:00,GB,448.289,Fossil Gas
2026-01-07 14:00:00,GB,437.312,Fossil Gas
2026-01-07 14:30:00,GB,429.786,Fossil Gas
2026-01-07 15:00:00,GB,431.588,Fossil Gas
2026-01-07 15:30:00,GB,434.291,Fossil Gas
2026-01-07 16:00:00,GB,434.794,Fossil Gas
2026-01-07 16:30:00,GB,432.89,Fossil Gas
2026-01-07 17:00:00,GB,434.098,Fossil Gas
2026-01-07 17:30:00,GB,418.72,Fossil Gas
2026-01-07 18:00:00,GB,349.868,Fossil Gas
2026-01-07 18:30:00,GB,360.815,Fossil Gas
2026-01-07 19:00:00,GB,335.84,Fossil Gas
2026-01-07 19:30:00,GB,341.73,Fossil Gas
2026-01-07 20:00:00,GB,346.939,Fossil Gas
2026-01-07 20:30:00,GB,338.333,Fossil Gas
2026-01-07 21:00:00,GB,328.96,Fossil Gas
2026-01-07 21:30:00,GB,318.76,Fossil Gas
2026-01-07 22:00:00,GB,305.551,Fossil Gas
2026-01-07 22:30:00,GB,297.657,Fossil Gas
2026-01-07 23:00:00,GB,268.231,Fossil Gas
2026-01-07 23:30:00,GB,268.575,Fossil Gas
2026-01-08 00:00:00,GB,274.412,Fossil Gas
2026-01-08 00:30:00,GB,270.278,Fossil Gas
2026-01-08 01:00:00,GB,284.347,Fossil Gas
2026-01-08 01:30:00,GB,284.946,Fossil Gas
2026-01-08 02:00:00,GB,279.884,Fossil Gas
2026-01-08 02:30:00,GB,280.12,Fossil Gas
2026-01-08 03:00:00,GB,279.986,Fossil Gas
2026-01-08 03:30:00,GB,280.511,Fossil Gas
2026-01-08 04:00:00,GB,276.801,Fossil Gas
2026-01-08 04:30:00,GB,267.824,Fossil Gas
2026-01-08 05:00:00,GB,263.209,Fossil Gas
2026-01-08 05:30:00,GB,288.932,Fossil Gas
2026-01-08 06:00:00,GB,323.137,Fossil Gas
2026-01-08 06:30:00,GB,367.28,Fossil Gas
2026-01-08 07:00:00,GB,416.741,Fossil Gas
2026-01-08 07:30:00,GB,439.065,Fossil Gas
2026-01-08 08:00:00,GB,430.564,Fossil Gas
2026-01-08 08:30:00,GB,427.505,Fossil Gas
2026-01-08 09:00:00,GB,425.175,Fossil Gas
2026-01-08 09:30:00,GB,429.075,Fossil Gas
2026-01-08 10:00:00,GB,428.178,Fossil Gas
2026-01-08 10:30:00,GB,437.399,Fossil Gas
2026-01-08 11:00:00,GB,447.115,Fossil Gas
2026-01-08 11:30:00,GB,448.222,Fossil Gas
2026-01-08 12:00:00,GB,450.253,Fossil Gas
2026-01-08 12:30:00,GB,447.836,Fossil Gas
2026-01-08 13:00:00,GB,442.411,Fossil Gas
2026-01-08 13:30:00,GB,431.904,Fossil Gas
2026-01-08 14:00:00,GB,446.826,Fossil Gas
2026-01-08 14:30:00,GB,449.002,Fossil Gas
2026-01-08 15:00:00,GB,464.354,Fossil Gas
2026-01-08 15:30:00,GB,465.361,Fossil Gas
2026-01-08 16:00:00,GB,456.536,Fossil Gas
2026-01-08 16:30:00,GB,454.57,Fossil Gas
2026-01-08 17:00:00,GB,453.64,Fossil Gas
2026-01-08 17:30:00,GB,370.983,Fossil Gas
2026-01-08 18:00:00,GB,333.549,Fossil Gas
2026-01-08 18:30:00,GB,348.08,Fossil Gas
2026-01-08 19:00:00,GB,352.495,Fossil Gas
2026-01-08 19:30:00,GB,342.572,Fossil Gas
2026-01-08 20:00:00,GB,327.311,Fossil Gas
2026-01-08 20:30:00,GB,321.923,Fossil Gas
2026-01-08 21:00:00,GB,279.154,Fossil Gas
2026-01-08 21:30:00,GB,272.561,Fossil Gas
2026-01-08 22:00:00,GB,278.704,Fossil Gas
2026-01-08 22:30:00,GB,290.536,Fossil Gas
2026-01-08 23:00:00,GB,274.358,Fossil Gas
2026-01-08 23:30:00,GB,264.322,Fossil Gas
2026-01-09 00:00:00,GB,272.989,Fossil Gas
2026-01-09 00:30:00,GB,283.211,Fossil Gas
2026-01-09 01:00:00,GB,277.252,Fossil Gas
2026-01-09 01:30:00,GB,240.588,Fossil Gas
2026-01-09 02:00:00,GB,235.446,Fossil Gas
2026-01-09 02:30:00,GB,235.03,Fossil Gas
2026-01-09 03:00:00,GB,258.407,Fossil Gas
2026-01-09 03:30:00,GB,283.504,Fossil Gas
2026-01-09 04:00:00,GB,270.849,Fossil Gas
2026-01-09 04:30:00,GB,245.184,Fossil Gas
2026-01-09 05:00:00,GB,238.39,Fossil Gas
2026-01-09 05:30:00,GB,237.284,Fossil Gas
2026-01-09 06:00:00,GB,251.452,Fossil Gas
2026-01-09 06:30:00,GB,250.708,Fossil Gas
2026-01-09 07:00:00,GB,290.963,Fossil Gas
2026-01-09 07:30:00,GB,306.365,Fossil Gas
2026-01-09 08:00:00,GB,326.967,Fossil Gas
2026-01-09 08:30:00,GB,338.907,Fossil Gas
2026-01-09 09:00:00,GB,341.697,Fossil Gas
2026-01-09 09:30:00,GB,336.623,Fossil Gas
2026-01-09 10:00:00,GB,342.585,Fossil Gas
2026-01-09 10:30:00,GB,348.125,Fossil Gas
2026-01-09 11:00:00,GB,393.506,Fossil Gas
2026-01-09 11:30:00,GB,394.957,Fossil Gas
2026-01-09 12:00:00,GB,351.153,Fossil Gas
2026-01-09 12:30:00,GB,346.333,Fossil Gas
2026-01-09 13:00:00,GB,332.373,Fossil Gas
2026-01-09 13:30:00,GB,327.525,Fossil Gas
2026-01-09 14:00:00,GB,352.168,Fossil Gas
2026-01-09 14:30:00,GB,351.539,Fossil Gas
2026-01-09 15:00:00,GB,358.283,Fossil Gas
2026-01-09 15:30:00,GB,350.027,Fossil Gas
2026-01-09 16:00:00,GB,363.071,Fossil Gas
2026-01-09 16:30:00,GB,405.066,Fossil Gas
2026-01-09 17:00:00,GB,401.34,Fossil Gas
2026-01-09 17:30:00,GB,400.392,Fossil Gas
2026-01-09 18:00:00,GB,398.046,Fossil Gas
2026-01-09 18:30:00,GB,393.673,Fossil Gas
2026-01-09 19:00:00,GB,350.834,Fossil Gas
2026-01-09 19:30:00,GB,318.157,Fossil Gas
2026-01-09 20:00:00,GB,318.11,Fossil Gas
2026-01-09 20:30:00,GB,319.468,Fossil Gas
2026-01-09 21:00:00,GB,320.117,Fossil Gas
2026-01-09 21:30:00,GB,320.265,Fossil Gas
2026-01-09 22:00:00,GB,295.126,Fossil Gas
2026-01-09 22:30:00,GB,254.848,Fossil Gas
2026-01-09 23:00:00,GB,247.514,Fossil Gas
2026-01-09 23:30:00,GB,252.212,Fossil Gas
2026-01-10 00:00:00,GB,248.977,Fossil Gas
2026-01-10 00:30:00,GB,255.313,Fossil Gas
2026-01-10 01:00:00,GB,256.313,Fossil Gas
2026-01-10 01:30:00,GB,244.157,Fossil Gas
2026-01-10 02:00:00,GB,250.181,Fossil Gas
2026-01-10 02:30:00,GB,248.365,Fossil Gas
2026-01-10 03:00:00,GB,236.728,Fossil Gas
2026-01-10 03:30:00,GB,223.567,Fossil Gas
2026-01-10 04:00:00,GB,217.199,Fossil Gas
2026-01-10 04:30:00,GB,212.315,Fossil Gas
2026-01-10 05:00:00,GB,234.848,Fossil Gas
2026-01-10 05:30:00,GB,239.771,Fossil Gas
2026-01-10 06:00:00,GB,269.243,Fossil Gas
2026-01-10 06:30:00,GB,291.386,Fossil Gas
2026-01-10 07:00:00,GB,304.635,Fossil Gas
2026-01-10 07:30:00,GB,312.115,Fossil Gas
2026-01-10 08:00:00,GB,320.788,Fossil Gas
2026-01-10 08:30:00,GB,321.985,Fossil Gas
2026-01-10 09:00:00,GB,322.604,Fossil Gas
2026-01-10 09:30:00,GB,316.344,Fossil Gas
2026-01-10 10:00:00,GB,317.231,Fossil Gas
2026-01-10 10:30:00,GB,313.297,Fossil Gas
2026-01-10 11:00:00,GB,305.087,Fossil Gas
2026-01-10 11:30:00,GB,302.131,Fossil Gas
2026-01-10 12:00:00,GB,309.471,Fossil Gas
2026-01-10 12:30:00,GB,317.065,Fossil Gas
2026-01-10 13:00:00,GB,314.054,Fossil Gas
2026-01-10 13:30:00,GB,313.938,Fossil Gas
2026-01-10 14:00:00,GB,314.269,Fossil Gas
2026-01-10 14:30:00,GB,310.48,Fossil Gas
2026-01-10 15:00:00,GB,312.866,Fossil Gas
2026-01-10 15:30:00,GB,321.822,Fossil Gas
2026-01-10 16:00:00,GB,319.935,Fossil Gas
2026-01-10 16:30:00,GB,309.996,Fossil Gas
2026-01-10 17:00:00,GB,308.711,Fossil Gas
2026-01-10 17:30:00,GB,302.983,Fossil Gas
2026-01-10 18:00:00,GB,299.496,Fossil Gas
2026-01-10 18:30:00,GB,311.862,Fossil Gas
2026-01-10 19:00:00,GB,316.841,Fossil Gas
2026-01-10 19:30:00,GB,295.859,Fossil Gas
2026-01-10 20:00:00,GB,241.829,Fossil Gas
2026-01-10 20:30:00,GB,239.761,Fossil Gas
2026-01-10 21:00:00,GB,230.85,Fossil Gas
2026-01-10 21:30:00,GB,230.074,Fossil Gas
2026-01-10 22:00:00,GB,226.606,Fossil Gas
2026-01-10 22:30:00,GB,221.131,Fossil Gas
2026-01-10 23:00:00,GB,212.934,Fossil Gas
2026-01-10 23:30:00,GB,186.077,Fossil Gas
2026-01-11 00:00:00,GB,186.662,Fossil Gas
2026-01-11 00:30:00,GB,185.465,Fossil Gas
2026-01-11 01:00:00,GB,183.86,Fossil Gas
2026-01-11 01:30:00,GB,181.207,Fossil Gas
2026-01-11 02:00:00,GB,184.308,Fossil Gas
2026-01-11 02:30:00,GB,184.249,Fossil Gas
2026-01-11 03:00:00,GB,184.265,Fossil Gas
2026-01-11 03:30:00,GB,185.912,Fossil Gas
2026-01-11 04:00:00,GB,183.452,Fossil Gas
2026-01-11 04:30:00,GB,184.448,Fossil Gas
2026-01-11 05:00:00,GB,184.28,Fossil Gas
2026-01-11 05:30:00,GB,183.422,Fossil Gas
