# File: Vestas Climate Library time series data
# Disclaimer: Please be aware that the climate data provided here is derived from numerical models, which have inherent uncertainties and limitations. 
#             The data should be used with caution, considering the model's resolution, potential biases, and uncertainties. 
#             Expert consultation, thorough validation, and an understanding of the data's quality are essential for responsible use and decision-making. 
#             Vestas does not assume any responsibilities for the values contained in the VCL data and any calculations or assumptions that may be derived from them.
# License: Vestas Wind Systems A/S
#
# Created: 2024-02-01 09:53:03
# Location (WGS84):
# Start date: 2022-05-01 00:00:00
# End Date: 2022-05-05 23:00:00
# Number of points in file: 503
#
timestamp,xlat,xlong,dx,t2,wsp_50.0,wsp_150.0,wdir_50.0,wdir_150.0
2022-05-04 12:00:00,26.092388,-81.830750,3000,297.17,3.370532,3.680400,107.9105,146.6080
2022-05-04 13:00:00,26.092388,-81.830750,3000,298.61,2.407808,3.107906,117.8225,135.7443
2022-05-04 14:00:00,26.092388,-81.830750,3000,299.29,1.887772,1.894347,187.8412,162.7995
2022-05-04 15:00:00,26.092388,-81.830750,3000,299.09,3.623554,3.040499,226.6410,217.6659
2022-05-04 16:00:00,26.092388,-81.830750,3000,299.37,3.351133,3.848693,243.7536,220.0583
2022-05-04 17:00:00,26.092388,-81.830750,3000,299.39,3.665638,4.010831,260.2663,238.7521
2022-05-04 18:00:00,26.092388,-81.830750,3000,299.38,3.880755,4.304305,254.2555,237.4904
2022-05-04 19:00:00,26.092388,-81.830750,3000,299.34,4.466261,4.874745,258.9667,243.0264
2022-05-04 20:00:00,26.092388,-81.830750,3000,299.37,4.538132,5.223941,251.4632,236.8025
2022-05-04 21:00:00,26.092388,-81.830750,3000,299.33,4.791126,5.477538,246.6680,235.0712
2022-05-04 22:00:00,26.092388,-81.830750,3000,299.29,4.929230,5.713495,247.7879,237.3561
2022-05-04 23:00:00,26.092388,-81.830750,3000,299.37,2.860125,3.457891,264.5268,245.1918
2022-05-05 00:00:00,26.092388,-81.830750,3000,299.29,4.352243,4.373596,310.4870,299.1932
2022-05-05 01:00:00,26.092388,-81.830750,3000,299.29,3.862744,3.730645,344.2046,337.6516
2022-05-05 02:00:00,26.092388,-81.830750,3000,299.35,2.936006,3.132118,351.2075,351.0490
2022-05-05 03:00:00,26.092388,-81.830750,3000,298.86,2.657143,2.334634,135.8254,138.6337
