DateTime,Fossil Gas [Actual Aggregated] [actual-entsoe],Fossil Hard coal [Actual Aggregated] [actual-entsoe],Fossil Oil [Actual Aggregated] [actual-entsoe],Fossil Peat [Actual Aggregated] [actual-entsoe],Hydro Pumped Storage [Actual Aggregated] [actual-entsoe],Hydro Run-of-river and pondage [Actual Aggregated] [actual-entsoe],Wind Onshore [Actual Aggregated] [actual-entsoe],Other [Actual Aggregated] [actual-entsoe],Fossil Gas [Actual Consumption] [actual-entsoe],Fossil Hard coal [Actual Consumption] [actual-entsoe],Fossil Oil [Actual Consumption] [actual-entsoe],Fossil Peat [Actual Consumption] [actual-entsoe],Hydro Pumped Storage [Actual Consumption] [actual-entsoe],Hydro Run-of-river and pondage [Actual Consumption] [actual-entsoe],Other [Actual Consumption] [actual-entsoe],Solar [Actual Aggregated] [actual-entsoe],Solar [Actual Consumption] [actual-entsoe]
2024-04-02 04:00:00+01:00,1270.39,107.93,227.43,0.19,0.0,129.07,106.96,0.0,1.11,7.55,0.19,1.68,219.02,0.0,0.66,,
2024-04-02 04:30:00+01:00,1275.14,107.25,231.47,0.19,0.0,130.06,92.07,0.0,0.95,7.78,0.22,2.1,218.06,0.0,0.66,,
2024-04-02 05:00:00+01:00,1284.52,103.59,236.84,0.19,0.0,129.77,74.89,0.0,1.25,7.78,0.22,1.04,216.38,0.0,0.66,,
2024-04-02 05:30:00+01:00,1315.79,103.12,287.5,0.19,0.0,129.9,57.66,0.0,1.11,7.78,0.19,1.75,215.14,0.0,0.66,,
2024-04-02 06:00:00+01:00,1350.37,104.05,351.23,0.19,0.0,130.05,55.02,0.0,0.95,7.78,0.22,3.15,213.23,0.0,0.66,,
2024-04-02 06:30:00+01:00,1279.26,146.13,404.58,0.19,0.0,129.32,53.9,0.0,0.95,7.78,0.22,3.56,213.52,0.0,0.62,,
2024-04-02 07:00:00+01:00,1287.85,143.16,401.23,0.19,0.0,129.68,61.34,0.0,1.11,7.78,0.19,4.18,211.32,0.0,0.61,,
2024-04-02 07:30:00+01:00,1280.23,142.0,398.19,0.19,0.0,137.84,86.23,0.0,1.11,8.24,0.13,4.33,0.0,0.0,0.66,,
2024-04-02 08:00:00+01:00,1323.39,140.86,465.63,0.19,0.0,143.22,110.46,0.0,0.95,8.01,0.19,4.61,0.0,0.0,0.64,,
2024-04-02 08:30:00+01:00,1384.19,142.47,451.87,0.19,89.94,167.38,128.81,0.0,1.11,8.7,0.19,3.84,0.0,0.0,0.47,,
2024-04-02 09:00:00+01:00,1384.8,141.31,452.21,16.24,143.41,167.91,134.32,0.0,1.1,8.24,0.16,3.21,0.0,0.0,0.47,,
2024-04-02 09:30:00+01:00,1385.25,154.81,451.54,16.08,142.09,167.95,106.18,0.0,1.11,8.24,0.16,3.21,0.0,0.0,0.47,,
2024-04-02 10:00:00+01:00,1369.81,140.86,446.51,15.88,140.47,167.47,122.69,0.0,0.95,8.01,0.19,3.21,0.0,0.0,0.43,,
2024-04-02 10:30:00+01:00,1331.78,142.7,434.76,21.06,93.75,163.86,154.44,0.0,0.93,9.38,0.16,1.81,0.0,0.0,0.46,,
2024-04-02 11:00:00+01:00,1351.45,113.64,441.48,21.06,10.03,166.14,208.99,0.0,0.95,8.24,0.16,1.81,0.0,0.0,0.46,,
2024-04-02 11:30:00+01:00,1297.85,101.06,446.18,28.54,5.2,168.17,240.17,0.0,0.95,7.78,0.13,1.81,0.0,0.0,0.66,,
2024-04-02 12:00:00+01:00,1288.68,107.7,440.81,16.21,4.98,165.23,286.38,0.0,0.95,8.7,0.16,1.74,0.0,0.0,0.66,,
2024-04-02 12:30:00+01:00,1272.73,101.29,441.82,16.18,5.2,166.64,321.9,0.0,0.95,7.55,0.22,1.67,0.0,0.0,0.62,,
2024-04-02 13:00:00+01:00,1293.33,101.75,448.19,16.19,5.27,168.64,356.55,0.0,0.99,8.24,0.19,1.74,0.0,0.0,0.66,,
2024-04-02 13:30:00+01:00,1254.53,100.15,402.57,16.15,5.2,144.61,431.45,0.0,1.0,7.33,0.16,1.11,0.0,0.0,0.67,,
2024-04-02 14:00:00+01:00,1241.34,102.66,332.45,16.19,5.05,143.87,432.95,0.0,1.0,7.78,0.16,1.11,0.0,0.0,0.66,,
2024-04-02 14:30:00+01:00,1228.51,102.43,269.72,16.17,5.05,127.48,452.01,0.0,0.98,8.01,0.16,1.11,0.0,0.0,0.66,,
2024-04-02 15:00:00+01:00,1271.8,99.92,290.52,16.15,6.3,130.16,487.55,0.0,0.98,7.55,0.13,1.11,0.0,0.0,0.67,,
2024-04-02 15:30:00+01:00,1308.28,97.18,352.91,16.15,6.14,121.2,502.4,0.0,0.98,8.24,0.13,1.67,0.0,0.0,0.61,,
2024-04-02 16:00:00+01:00,1302.51,110.9,329.43,21.07,5.12,118.78,426.91,0.0,0.98,8.24,0.16,1.81,0.0,0.0,0.63,,
2024-04-02 16:30:00+01:00,1259.52,105.88,342.16,21.14,5.78,120.31,468.49,0.0,0.98,8.24,0.16,2.09,0.0,0.0,0.66,,
2024-04-02 17:00:00+01:00,1272.08,103.59,345.54,21.18,5.78,120.43,456.86,0.0,0.98,8.01,0.16,2.23,0.0,0.0,0.62,,
2024-04-02 17:30:00+01:00,1235.82,101.98,370.69,21.16,71.34,118.68,495.49,0.0,0.98,8.24,0.16,3.97,0.0,0.0,0.66,,
2024-04-02 18:00:00+01:00,1248.62,101.06,376.05,27.6,72.07,119.77,526.38,0.0,0.98,8.01,0.16,4.11,0.0,0.0,0.66,,
2024-04-02 18:30:00+01:00,1268.88,101.06,385.46,26.68,73.17,135.14,537.21,0.0,0.98,7.78,0.16,4.18,0.0,0.0,0.66,,
2024-04-02 19:00:00+01:00,1354.23,96.27,437.8,0.19,81.01,135.39,443.53,0.0,0.98,7.78,0.16,4.26,0.0,0.0,0.66,,
2024-04-02 19:30:00+01:00,1383.54,99.47,454.55,0.19,80.13,134.94,494.38,0.0,0.98,7.78,0.13,2.8,0.0,0.0,0.67,,
2024-04-02 20:00:00+01:00,1360.86,98.78,446.18,0.19,118.87,134.18,491.99,0.0,1.11,8.01,0.13,3.5,0.0,0.0,0.66,,
2024-04-02 20:30:00+01:00,1351.54,101.29,442.82,0.19,75.96,133.78,549.48,0.0,1.1,7.78,0.13,4.05,0.0,0.0,0.62,,
2024-04-02 21:00:00+01:00,1336.71,101.52,438.47,0.19,5.49,133.25,525.55,0.0,1.11,8.01,0.13,4.12,0.0,0.0,0.65,,
2024-04-02 21:30:00+01:00,1245.95,101.29,429.06,0.19,5.12,131.29,611.63,0.0,1.11,8.01,0.16,4.12,0.0,0.0,0.66,,
2024-04-02 22:00:00+01:00,1242.65,101.98,442.49,0.19,5.05,133.85,692.06,0.0,1.24,8.24,0.1,4.33,0.0,0.0,0.66,,
2024-04-02 22:30:00+01:00,1192.82,104.05,371.03,0.19,5.12,117.17,707.8,0.0,1.25,8.01,0.16,5.38,0.0,0.0,0.67,,
2024-04-02 23:00:00+01:00,1149.98,103.59,162.69,0.19,4.76,119.54,732.21,0.0,1.25,8.01,0.16,5.24,0.0,0.0,0.66,,
2024-04-02 23:30:00+01:00,1130.51,103.59,164.37,0.19,4.68,117.39,723.53,0.0,1.11,8.01,0.16,5.45,0.0,0.0,0.62,,
2024-04-03 00:00:00+01:00,1174.88,102.66,164.37,0.19,0.0,119.59,720.73,0.0,0.94,7.78,0.19,5.59,146.42,0.0,0.66,,
2024-04-03 00:30:00+01:00,1229.0,100.15,169.73,0.19,0.0,120.07,664.03,0.0,1.11,7.33,0.22,5.38,145.4,0.0,0.62,,
2024-04-03 01:00:00+01:00,1143.22,102.66,165.71,0.19,0.0,118.62,666.1,0.0,0.95,7.55,0.22,5.45,145.4,0.0,0.66,,
2024-04-03 01:30:00+01:00,1068.33,103.82,235.49,0.19,0.0,118.53,642.46,0.0,0.95,7.78,0.22,5.45,144.96,0.0,0.66,,
2024-04-03 02:00:00+01:00,1067.26,103.82,197.59,0.19,0.0,118.54,594.59,0.0,0.95,8.01,0.22,5.38,144.37,0.0,0.66,,
2024-04-03 02:30:00+01:00,1113.55,103.82,210.34,0.19,0.0,118.97,533.53,0.0,1.11,8.01,0.22,5.94,143.79,0.0,0.42,,
2024-04-03 03:00:00+01:00,1103.3,102.66,196.24,0.19,0.0,118.43,526.46,0.0,0.95,7.55,0.22,6.0,143.64,0.0,0.58,,
2024-04-03 03:30:00+01:00,1097.26,106.11,194.57,0.19,0.0,118.39,491.65,0.0,1.11,7.33,0.22,6.64,143.13,0.0,0.59,,
2024-04-03 04:00:00+01:00,1071.9,106.33,164.7,0.19,0.0,118.59,506.06,0.0,0.95,7.78,0.22,6.57,142.76,0.0,0.58,,
2024-04-03 04:30:00+01:00,1083.13,105.88,166.71,0.19,0.0,118.79,504.26,0.0,0.95,7.78,0.22,7.68,141.96,0.0,0.58,,
2024-04-03 05:00:00+01:00,1090.46,109.76,169.39,0.19,0.0,119.19,505.47,0.0,0.94,8.01,0.22,6.29,141.07,0.0,0.59,,
2024-04-03 05:30:00+01:00,1092.61,105.88,170.06,0.19,0.0,119.27,532.83,0.0,1.11,7.78,0.19,7.4,140.56,0.0,0.58,,
2024-04-03 06:00:00+01:00,1235.42,104.05,293.53,5.92,0.0,119.62,545.01,0.0,0.96,7.55,0.25,0.0,138.88,0.0,0.58,,
2024-04-03 06:30:00+01:00,1303.95,105.19,409.94,27.7,0.0,124.48,533.61,0.0,1.11,7.55,0.22,0.0,0.0,0.0,0.58,,
2024-04-03 07:00:00+01:00,1223.63,105.19,384.79,34.48,0.0,127.93,522.03,0.0,0.95,7.78,0.19,0.0,0.0,0.0,0.58,,
2024-04-03 07:30:00+01:00,1237.13,104.73,390.82,36.92,0.0,132.66,512.48,0.0,1.1,8.24,0.19,0.0,0.0,0.0,0.58,,
2024-04-03 08:00:00+01:00,1273.27,106.79,448.19,54.66,0.0,134.27,509.77,0.0,1.11,7.78,0.19,0.0,0.0,0.0,0.58,,
2024-04-03 08:30:00+01:00,1351.73,107.93,450.2,60.59,0.0,134.01,476.75,0.0,1.1,8.01,0.19,0.0,0.0,0.0,0.58,,
2024-04-03 09:00:00+01:00,1383.96,104.73,450.53,66.66,0.0,134.18,409.31,0.0,0.94,8.24,0.16,0.0,0.0,0.0,0.59,,
2024-04-03 09:30:00+01:00,1377.81,109.07,444.84,68.69,45.34,134.36,341.34,0.0,0.95,7.78,0.13,0.0,0.0,0.0,0.59,,
2024-04-03 10:00:00+01:00,1371.53,107.25,442.49,68.34,43.65,134.08,281.04,0.0,2.31,8.01,0.16,0.0,0.0,0.0,0.59,,
2024-04-03 10:30:00+01:00,1452.54,108.39,430.74,92.63,42.41,131.31,297.28,0.0,0.66,7.78,0.13,0.0,0.0,0.0,0.58,,
2024-04-03 11:00:00+01:00,1444.78,113.87,387.13,71.97,4.9,133.4,278.99,0.0,0.67,8.01,0.13,0.0,0.0,0.0,0.58,,
2024-04-03 11:30:00+01:00,1406.92,107.48,235.16,68.52,6.08,135.04,253.94,0.0,0.66,7.78,0.1,0.0,0.0,0.0,0.58,,
2024-04-03 12:00:00+01:00,1301.04,106.79,272.06,98.91,115.36,136.11,240.88,0.0,1.55,8.24,0.13,0.0,0.0,0.0,0.54,,
2024-04-03 12:30:00+01:00,1327.27,106.56,288.17,109.39,78.95,142.79,207.81,0.0,1.1,8.01,0.1,0.0,0.0,0.0,0.58,,
2024-04-03 13:00:00+01:00,1289.81,109.76,317.68,101.28,75.73,140.91,202.47,0.0,1.1,8.47,0.13,0.0,0.0,0.0,0.59,,
2024-04-03 13:30:00+01:00,1322.24,107.25,396.85,106.09,72.95,142.38,170.27,0.0,1.11,8.24,0.16,0.0,0.0,0.0,0.58,,
2024-04-03 14:00:00+01:00,1322.67,108.62,396.85,105.08,73.39,142.79,173.35,0.0,0.95,8.47,0.13,0.0,0.0,0.0,0.58,,
2024-04-03 14:30:00+01:00,1295.46,99.01,380.77,102.3,5.12,140.59,188.94,0.0,0.95,8.24,0.16,0.0,0.0,0.0,0.59,,
2024-04-03 15:00:00+01:00,1310.97,102.66,388.81,104.53,5.27,141.93,187.93,0.0,1.12,8.01,0.13,0.0,0.0,0.0,0.58,,
2024-04-03 15:30:00+01:00,1280.37,101.98,378.4,101.23,5.2,140.93,201.53,0.0,1.11,8.24,0.01,0.0,0.0,0.0,0.59,,
2024-04-03 16:00:00+01:00,1275.51,101.98,444.17,103.18,5.2,141.96,181.26,0.0,1.11,8.01,0.01,0.0,0.0,0.0,0.58,,
2024-04-03 16:30:00+01:00,1268.49,103.82,439.81,102.61,43.94,141.53,216.33,0.0,0.95,7.78,0.01,0.0,0.0,0.0,0.59,,
2024-04-03 17:00:00+01:00,1309.55,101.52,446.85,106.26,183.69,143.3,237.61,0.0,1.11,7.78,0.16,0.0,0.0,0.0,0.59,,
2024-04-03 17:30:00+01:00,1336.71,100.15,444.17,111.22,202.66,157.53,314.63,0.0,1.24,8.47,0.16,0.0,0.0,0.0,0.59,,
2024-04-03 18:00:00+01:00,1248.82,101.98,433.42,106.15,199.15,155.68,590.84,0.0,0.95,8.01,0.16,0.0,0.0,0.0,0.58,,
2024-04-03 18:30:00+01:00,1206.36,101.29,394.17,83.22,202.81,157.11,717.23,0.0,0.94,8.01,0.13,0.0,0.0,0.0,0.54,,
2024-04-03 19:00:00+01:00,1240.09,100.84,407.26,86.92,207.57,157.77,589.36,0.0,0.95,7.33,0.13,0.0,0.0,0.0,0.59,,
2024-04-03 19:30:00+01:00,1226.74,101.29,401.56,85.24,205.3,157.66,645.59,0.0,1.11,7.55,0.16,0.0,0.0,0.0,0.54,,
2024-04-03 20:00:00+01:00,1236.35,101.52,403.58,85.52,218.33,152.5,569.95,0.0,1.11,7.78,0.1,0.0,0.0,0.0,0.58,,
2024-04-03 20:30:00+01:00,1222.04,101.75,397.86,83.64,218.85,143.16,629.02,0.0,0.95,7.78,0.16,0.0,0.0,0.0,0.59,,
2024-04-03 21:00:00+01:00,1264.72,102.89,369.35,65.13,49.21,143.55,707.98,0.0,0.95,7.78,0.16,0.0,0.0,0.0,0.58,,
2024-04-03 21:30:00+01:00,1218.0,100.61,405.25,65.55,7.03,140.89,673.2,0.0,1.11,7.55,0.16,0.0,0.0,0.0,0.58,,
2024-04-03 22:00:00+01:00,1187.86,102.43,317.01,65.34,3.51,142.81,660.79,0.0,0.95,7.78,0.16,0.0,0.0,0.0,0.58,,
2024-04-03 22:30:00+01:00,1150.03,99.69,302.24,65.27,0.0,140.21,598.96,0.0,1.11,7.78,0.16,0.0,0.0,0.0,0.59,,
2024-04-03 23:00:00+01:00,1158.62,100.15,236.84,65.27,0.0,140.65,569.31,0.0,1.11,7.33,0.16,0.0,0.0,0.0,0.54,,
2024-04-03 23:30:00+01:00,1180.11,97.18,170.4,81.54,0.0,139.03,499.12,0.0,0.95,7.55,0.22,0.0,77.5,0.0,0.54,,
2024-04-04 00:00:00+01:00,1280.23,98.55,174.78,82.24,0.0,139.02,413.79,0.0,0.95,7.78,0.25,0.0,225.75,0.0,0.58,,
2024-04-04 00:30:00+01:00,1327.49,100.15,303.58,80.64,0.0,137.85,361.46,0.0,0.95,7.78,0.22,0.0,224.8,0.0,0.58,,
2024-04-04 01:00:00+01:00,1313.74,100.61,295.54,78.89,0.0,138.64,302.74,0.0,1.11,7.78,0.25,0.0,224.43,0.0,0.58,,
2024-04-04 01:30:00+01:00,1331.45,94.21,305.95,80.64,0.0,138.89,245.39,0.0,1.11,7.55,0.22,0.0,223.78,0.0,0.5,,
2024-04-04 02:00:00+01:00,1330.47,79.35,304.95,80.5,0.0,138.69,198.24,0.0,1.11,8.01,0.22,0.0,222.31,0.0,0.58,,
2024-04-04 02:30:00+01:00,1316.15,101.29,348.22,79.09,0.0,138.38,211.1,0.0,0.95,7.78,0.22,0.0,221.66,0.0,0.55,,
2024-04-04 03:00:00+01:00,1289.1,108.62,348.89,80.0,0.0,138.13,179.48,0.0,0.94,7.55,0.22,0.0,219.68,0.0,0.58,,
2024-04-04 03:30:00+01:00,1277.9,107.25,344.53,78.47,0.0,138.13,162.96,0.0,1.11,8.01,0.22,0.0,219.82,0.0,0.58,,
2024-04-04 04:00:00+01:00,1247.75,104.51,345.2,78.53,0.0,137.99,158.9,0.0,0.95,8.47,0.22,0.0,218.57,0.0,0.54,,
2024-04-04 04:30:00+01:00,1241.78,106.33,341.83,77.7,0.0,138.4,181.9,0.0,0.94,8.92,0.19,0.0,217.85,0.0,0.58,,
2024-04-04 05:00:00+01:00,1275.16,101.52,306.96,81.75,0.0,139.0,186.32,0.0,0.96,7.78,0.19,0.0,215.8,0.0,0.58,,
2024-04-04 05:30:00+01:00,1282.19,101.52,312.32,83.01,0.0,139.74,192.27,0.0,0.95,8.01,0.22,0.0,213.45,0.0,0.58,,
2024-04-04 06:00:00+01:00,1340.11,104.96,370.02,82.59,0.0,139.16,181.22,0.0,1.11,7.78,0.25,0.0,212.5,0.0,0.58,,
2024-04-04 06:30:00+01:00,1369.04,104.73,406.59,80.22,0.0,139.76,164.85,0.0,0.95,7.78,0.25,0.0,211.26,0.0,0.58,,
2024-04-04 07:00:00+01:00,1366.34,104.73,403.91,80.56,0.0,139.0,150.76,0.0,0.95,7.78,0.25,0.0,0.0,0.0,0.54,,
2024-04-04 07:30:00+01:00,1378.34,145.9,409.27,82.03,0.0,139.91,175.77,0.0,0.95,8.01,0.19,0.0,0.0,0.0,0.54,,
2024-04-04 08:00:00+01:00,1381.26,147.04,410.61,116.6,73.23,139.89,200.95,0.0,0.95,8.24,0.19,0.0,0.0,0.0,0.58,,
2024-04-04 08:30:00+01:00,1369.27,137.43,432.75,117.36,292.03,138.55,193.42,0.0,0.95,8.24,0.19,0.0,0.0,0.0,0.54,,
2024-04-04 09:00:00+01:00,1387.12,136.52,442.15,123.31,293.12,140.0,213.28,0.0,0.95,7.55,0.16,0.0,0.0,0.0,0.58,,
2024-04-04 09:30:00+01:00,1371.57,115.7,428.06,121.9,291.51,138.76,247.81,0.0,0.95,8.24,0.13,0.0,0.0,0.0,0.59,,
2024-04-04 10:00:00+01:00,971.25,101.06,425.38,88.59,290.19,137.82,263.81,0.0,401.2,8.47,0.13,0.0,0.0,0.0,0.62,,
2024-04-04 10:30:00+01:00,1330.11,97.64,414.97,111.19,281.62,132.85,325.49,0.0,0.95,8.01,0.16,0.0,0.0,0.0,0.66,,
2024-04-04 11:00:00+01:00,1315.49,97.18,431.07,105.8,122.46,135.59,408.9,0.0,1.11,8.01,0.16,0.0,0.0,0.0,0.62,,
2024-04-04 11:30:00+01:00,1318.49,98.09,420.35,93.5,0.0,136.27,496.92,0.0,0.95,8.01,0.13,0.0,0.0,0.0,0.66,,
2024-04-04 12:00:00+01:00,1183.17,93.53,427.05,94.66,0.0,120.73,569.52,0.0,1.11,8.01,0.13,0.0,0.0,0.0,0.65,,
2024-04-04 12:30:00+01:00,1231.29,96.72,380.77,96.31,0.0,111.68,629.68,0.0,1.11,8.01,0.19,0.0,0.0,0.0,0.66,,
2024-04-04 13:00:00+01:00,1242.02,97.87,408.94,94.96,0.0,110.63,685.36,0.0,1.12,8.47,0.13,0.0,0.0,0.0,0.65,,
2024-04-04 13:30:00+01:00,1241.24,96.72,438.47,94.05,0.0,86.55,823.35,0.0,1.11,7.78,0.16,0.0,0.0,3.54,0.61,,
2024-04-04 14:00:00+01:00,1235.68,95.13,336.13,82.1,0.0,111.67,910.36,0.0,1.25,7.78,0.13,0.0,0.0,0.0,0.66,,
2024-04-04 14:30:00+01:00,1220.48,96.04,435.43,76.3,0.0,108.85,964.16,0.0,1.11,8.01,0.16,0.0,0.0,0.0,0.66,,
2024-04-04 15:00:00+01:00,1223.6,97.87,238.51,79.87,0.0,139.49,1088.92,0.0,1.11,7.33,0.16,0.0,0.0,0.0,0.65,,
2024-04-04 15:30:00+01:00,1262.18,96.72,262.99,83.99,0.0,139.3,1034.51,0.0,1.12,7.55,0.05,0.0,0.0,0.0,0.66,,
2024-04-04 16:00:00+01:00,1275.1,98.09,308.97,81.89,0.0,138.92,1068.33,0.0,1.11,7.55,0.13,0.0,0.0,0.0,0.66,,
2024-04-04 16:30:00+01:00,1287.0,97.87,392.16,84.96,0.0,140.09,999.6,0.0,0.95,7.55,0.13,0.0,0.0,0.0,0.62,,
2024-04-04 17:00:00+01:00,1292.35,96.72,440.14,83.15,0.0,137.46,966.25,0.0,1.11,7.55,0.19,0.0,0.0,0.0,0.61,,
2024-04-04 17:30:00+01:00,1338.2,125.31,436.1,90.97,5.2,137.02,1142.5,0.0,1.11,7.55,0.1,0.0,0.0,0.0,0.61,,
2024-04-04 18:00:00+01:00,1322.56,197.81,446.51,85.1,4.47,142.94,1314.43,0.0,0.95,7.55,0.16,0.0,0.0,0.0,0.66,,
2024-04-04 18:30:00+01:00,1322.67,199.87,431.41,80.77,5.34,154.89,1571.98,0.0,1.11,7.78,0.13,0.0,0.0,0.0,0.66,,
2024-04-04 19:00:00+01:00,1218.8,134.23,345.2,76.66,5.49,156.89,1947.31,0.0,0.95,7.55,0.13,0.0,0.0,0.0,0.62,,
2024-04-04 19:30:00+01:00,1252.37,99.92,352.24,65.55,7.1,142.42,2212.82,0.0,0.95,8.01,0.13,0.0,0.0,0.0,0.66,,
2024-04-04 20:00:00+01:00,1112.27,99.47,163.7,65.27,0.0,141.55,2450.5,0.0,1.25,7.55,0.1,0.0,0.0,0.0,0.61,,
2024-04-04 20:30:00+01:00,1019.69,97.41,164.03,65.13,0.0,141.05,2560.14,0.0,0.96,7.33,0.1,0.0,0.0,0.0,0.62,,
2024-04-04 21:00:00+01:00,995.21,97.41,0.01,65.13,0.0,140.84,2607.02,0.0,0.95,8.01,5.14,0.0,0.0,0.0,0.66,,
2024-04-04 21:30:00+01:00,808.94,98.55,0.01,65.06,0.0,137.39,2684.95,0.0,0.95,7.1,4.5,0.0,0.0,0.0,0.66,,
2024-04-04 22:00:00+01:00,550.09,98.55,0.01,57.87,0.0,140.37,2681.71,0.0,4.98,7.78,4.5,0.0,0.0,0.0,0.65,,
2024-04-04 22:30:00+01:00,432.33,102.66,0.01,43.13,8.05,140.06,2675.58,0.0,3.97,7.1,4.53,0.0,0.0,0.0,0.66,,
2024-04-04 23:00:00+01:00,362.97,101.75,0.01,41.25,5.12,138.59,2292.12,0.0,4.32,7.55,4.86,0.0,0.0,0.0,0.66,,
2024-04-04 23:30:00+01:00,379.0,104.05,0.01,42.92,7.46,139.53,2460.97,0.0,3.98,7.55,4.56,0.0,0.0,0.0,0.66,,
2024-04-05 00:00:00+01:00,334.57,102.89,0.01,43.13,7.46,138.1,2329.1,0.0,3.98,7.55,4.56,0.0,0.0,0.0,0.61,,
2024-04-05 00:30:00+01:00,535.43,102.66,0.01,60.52,0.0,138.8,2233.43,0.0,3.98,7.55,4.89,0.0,149.0,0.0,0.66,,
2024-04-05 01:00:00+01:00,537.81,101.75,0.01,65.27,0.0,138.39,2282.25,0.0,4.13,7.55,2.88,0.0,223.04,0.0,0.62,,
2024-04-05 01:30:00+01:00,488.43,101.75,0.01,55.78,0.0,138.48,2377.75,0.0,4.12,7.55,2.52,0.0,221.07,0.0,0.67,,
2024-04-05 02:00:00+01:00,388.87,104.96,0.01,43.2,0.0,138.09,2337.75,0.0,3.98,7.55,2.52,0.0,220.05,0.0,0.65,,
2024-04-05 02:30:00+01:00,401.85,103.59,0.01,42.22,0.0,138.68,2364.44,0.0,3.98,7.55,2.88,0.0,218.66,0.0,0.66,,
2024-04-05 03:00:00+01:00,393.14,104.05,0.01,42.09,0.0,137.91,2147.71,0.0,3.97,7.55,2.55,0.0,217.63,0.0,0.61,,
2024-04-05 03:30:00+01:00,399.48,103.35,0.01,42.22,0.0,137.97,2199.72,0.0,3.97,7.55,3.22,0.0,216.02,0.0,0.66,,
2024-04-05 04:00:00+01:00,388.14,102.66,0.01,42.22,0.0,137.2,2133.21,0.0,3.98,7.55,2.88,0.0,216.75,0.0,0.66,,
2024-04-05 04:30:00+01:00,403.34,102.43,0.01,42.64,0.0,136.97,2179.27,0.0,3.98,7.33,2.88,0.0,214.03,0.0,0.66,,
2024-04-05 05:00:00+01:00,407.11,102.89,0.01,42.5,0.0,137.45,2219.08,0.0,3.98,7.55,2.88,0.0,212.5,0.0,0.66,,
2024-04-05 05:30:00+01:00,396.64,103.82,0.01,42.22,0.0,137.35,2263.48,0.0,3.98,7.55,3.19,0.0,139.83,0.0,0.62,,
2024-04-05 06:00:00+01:00,382.72,102.66,0.01,42.22,0.0,137.48,2410.42,0.0,3.99,7.78,2.58,0.0,70.54,0.0,0.67,,
2024-04-05 06:30:00+01:00,408.18,103.35,0.01,42.22,0.0,137.65,2545.17,0.0,3.98,7.55,3.19,0.0,0.0,0.0,0.66,,
2024-04-05 07:00:00+01:00,335.79,102.89,0.01,42.22,7.91,136.93,2886.53,0.0,3.98,7.55,2.85,0.0,0.0,0.0,0.66,,
2024-04-05 07:30:00+01:00,319.24,103.35,0.01,52.43,21.89,137.5,3159.1,0.0,3.98,7.78,2.8,0.0,0.0,0.0,0.66,,
2024-04-05 08:00:00+01:00,362.85,101.98,0.01,65.27,97.63,135.96,3197.46,0.0,3.98,8.01,2.85,0.0,0.0,0.0,0.61,,
2024-04-05 08:30:00+01:00,390.37,101.06,0.01,65.41,140.85,141.5,3218.7,0.0,3.98,8.01,3.16,0.0,0.0,0.0,0.62,,
2024-04-05 09:00:00+01:00,375.4,97.87,0.01,65.41,218.92,136.99,3248.05,0.0,3.98,8.01,3.1,0.0,0.0,0.0,0.67,,
2024-04-05 09:30:00+01:00,380.04,98.55,0.01,65.27,222.88,139.39,3247.27,0.0,3.98,8.01,3.13,0.0,0.0,0.0,0.61,,
2024-04-05 10:00:00+01:00,381.56,98.55,0.01,65.27,272.91,139.48,3270.24,0.0,4.27,9.15,2.8,0.0,0.0,0.0,0.61,,
2024-04-05 10:30:00+01:00,383.16,98.78,0.01,65.34,281.04,140.76,3299.67,0.0,3.99,8.47,2.76,0.0,0.0,0.0,0.66,,
2024-04-05 11:00:00+01:00,384.54,106.33,0.01,60.87,24.38,142.32,3267.44,0.0,4.31,10.29,2.46,0.0,0.0,0.0,0.65,,
2024-04-05 11:30:00+01:00,376.89,105.42,0.01,66.87,0.0,139.28,3135.85,0.0,4.15,6.87,2.46,0.0,0.0,0.0,0.62,,
2024-04-05 12:00:00+01:00,380.66,99.24,0.01,68.48,0.0,141.9,3010.19,0.0,4.12,8.24,2.8,0.0,0.0,0.0,0.62,,
2024-04-05 12:30:00+01:00,379.57,99.69,0.01,69.18,0.0,142.59,3045.69,0.0,3.98,8.47,2.8,0.0,0.0,0.0,0.62,,
2024-04-05 13:00:00+01:00,385.28,99.47,0.01,70.71,0.0,142.69,3172.18,0.0,3.98,8.01,2.8,0.0,0.0,0.0,0.62,,
2024-04-05 13:30:00+01:00,379.24,99.24,0.01,67.08,0.0,140.45,3109.45,0.0,3.98,7.55,2.8,0.0,0.0,0.0,0.66,,
2024-04-05 14:00:00+01:00,388.07,97.64,0.01,70.29,0.0,142.64,2986.48,0.0,3.98,6.64,2.8,0.0,0.0,0.0,0.65,,
2024-04-05 14:30:00+01:00,376.65,106.56,0.01,66.18,0.0,140.29,2879.01,0.0,4.0,7.78,2.8,0.0,0.0,0.0,0.65,,
2024-04-05 15:00:00+01:00,382.01,107.48,0.01,69.11,0.0,141.95,2748.4,0.0,3.98,7.78,2.83,0.0,0.0,0.0,0.66,,
2024-04-05 15:30:00+01:00,379.41,105.88,0.01,67.78,0.0,141.52,2752.27,0.0,3.98,7.55,2.46,0.0,0.0,0.0,0.66,,
2024-04-05 16:00:00+01:00,380.76,105.88,0.01,65.34,5.27,140.69,2759.65,0.0,3.98,7.55,2.13,0.0,0.0,0.0,0.62,,
