DateTime,Forecasted Load [forecast-entsoe],Actual Load [actual-entsoe],Wind Onshore [forecast-entsoe],Fossil Gas [Actual Aggregated] [actual-entsoe],Fossil Hard coal [Actual Aggregated] [actual-entsoe],Fossil Oil [Actual Aggregated] [actual-entsoe],Fossil Peat [Actual Aggregated] [actual-entsoe],Hydro Pumped Storage [Actual Aggregated] [actual-entsoe],Hydro Run-of-river and pondage [Actual Aggregated] [actual-entsoe],Wind Onshore [Actual Aggregated] [actual-entsoe],Other [Actual Aggregated] [actual-entsoe],Fossil Gas [Actual Consumption] [actual-entsoe],Fossil Hard coal [Actual Consumption] [actual-entsoe],Fossil Oil [Actual Consumption] [actual-entsoe],Fossil Peat [Actual Consumption] [actual-entsoe],Hydro Pumped Storage [Actual Consumption] [actual-entsoe],Hydro Run-of-river and pondage [Actual Consumption] [actual-entsoe],Other [Actual Consumption] [actual-entsoe],Solar [Actual Aggregated] [actual-entsoe],Solar [Actual Consumption] [actual-entsoe],ACTUAL WIND(MW),FORECAST WIND(MW),irainfall   Rainfall indicator,Precipitation Amount (mm)  ,ittt Dry bulb indicator,Air Temperature (C),iwb Wet bulb indicator,Wet Bulb Temperature ©,Dew Point Temperature ©,Vapour Pressure (hPa)    , Relative Humidity (%) ,Mean Sea Level Pressure (hPa),itabspeed wind Speed indicator,Mean Wind Speed (kt),itabdir  wind dir indicator,Predominant Wind Direction (deg),Weekday,Mean Wind Speed (km/h)
2024-01-01 00:00:00+00:00,3828.0,3437.865,2777.415,382.97,95.925,0.45,42.78,0.0,177.925,2245.5200000000004,0.0,4.58,6.87,2.52,0.0,72.405,0.0,0.66,,,2214.5,2746.25,0,0.135,0,6.325,0,5.085,3.385,7.81,81.4,996.295,2,14.22222222,2.0,272.7777778,1,26.33955556
2024-01-01 01:00:00+00:00,3739.5,3295.3450000000003,2525.49,398.545,108.16,0.45,42.43,0.0,177.57999999999998,2084.085,0.0,6.05,6.87,3.19,0.0,71.89,0.0,0.66,,,2055.0,2492.5,0,0.115,0,6.235,0,4.905,3.055,7.615,80.1,996.89,2,12.38888889,2.0,268.3333333,1,22.94422222
2024-01-01 02:00:00+00:00,3636.5,3165.5550000000003,2250.055,371.51,113.31,0.45,42.36,0.0,175.325,1830.875,0.0,6.09,6.755,2.85,0.0,72.08,0.0,0.66,,,1796.25,2210.5,0,0.095,0,5.885,0,4.53,2.57,7.365,79.1,997.195,2,11.72222222,2.0,263.8888889,1,21.70955556
2024-01-01 03:00:00+00:00,3562.5,3050.325,1900.4,378.91499999999996,115.14,0.45,42.36,0.0,176.45499999999998,1514.15,0.0,4.575,6.984999999999999,3.02,0.0,71.75,0.0,0.66,,,1466.5,1843.75,0,0.16,0,5.57,0,4.35,2.61,7.405,81.3,997.58,2,11.0,2.0,252.2222222,1,20.372
2024-01-01 04:00:00+00:00,3518.5,2941.29,1487.925,370.49,108.045,0.45,42.36,0.0,175.99,1294.495,0.0,4.58,6.984999999999999,8.385,0.0,71.715,0.0,0.66,,,1290.0,1451.5,0,0.19,0,5.245,0,4.055,2.31,7.23,81.3,997.81,2,10.27777778,2.0,246.1111111,1,19.03444444
2024-01-01 05:00:00+00:00,3553.0,2917.4,1225.365,385.34000000000003,104.505,32.480000000000004,42.43,0.0,176.89,1139.925,0.0,4.4399999999999995,6.87,2.71,0.0,71.13,0.0,0.665,,,1113.75,1203.5,0,0.05,0,5.075,0,3.945,2.305,7.235,82.2,997.835,2,8.944444444,2.0,232.7777778,1,16.56511111
2024-01-01 06:00:00+00:00,3673.5,2981.4,885.555,445.04999999999995,103.82,164.31,42.29,0.0,177.79,1016.105,0.0,4.585,6.87,0.19,0.0,70.54,0.0,0.66,,,975.5,879.0,0,0.06,0,4.95,0,3.85,2.26,7.215,82.7,997.815,2,8.722222222,2.0,219.4444444,1,16.15355556
2024-01-01 07:00:00+00:00,3749.5,3076.58,830.695,485.28499999999997,105.99000000000001,357.72,42.36,0.0,177.575,794.05,0.0,4.58,6.755,0.175,0.0,0.0,0.0,0.66,,,801.5,823.0,0,0.025,0,4.695,0,3.71,2.275,7.245,84.3,997.65,2,8.0,2.0,215.5555556,1,14.816
2024-01-01 08:00:00+00:00,3781.0,3133.66,803.795,500.80499999999995,105.07499999999999,426.145,42.43,0.0,177.445,756.4200000000001,0.0,4.575,7.21,0.16,0.0,0.0,0.0,0.64,,,776.75,813.75,0,0.065,0,4.395,0,3.53,2.23,7.225,85.7,997.435,2,7.0,2.0,208.8888889,1,12.964
2024-01-01 09:00:00+00:00,3861.5,3267.395,915.93,483.51,100.72,277.88,42.43,0.0,193.035,1085.225,0.0,4.58,6.869999999999999,0.115,0.0,0.0,0.0,0.66,,,1139.0,942.5,0,0.095,0,4.075,0,3.4,2.4,7.365,88.65,997.095,2,6.555555556,2.0,176.6666667,1,12.14088889
2024-01-01 10:00:00+00:00,4053.5,3512.4449999999997,1137.12,443.385,105.07499999999999,185.11,53.885,44.97,194.72,1409.33,0.0,4.245,6.87,0.1,0.0,0.0,0.0,0.635,,,1465.0,1168.25,0,0.135,0,4.38,0,3.8,2.93,7.665,89.95,996.265,2,7.055555556,2.0,152.7777778,1,13.06688889
2024-01-01 11:00:00+00:00,4211.5,3738.85,1385.115,406.475,103.47,173.37,71.76,122.94,195.36,1765.4250000000002,0.0,4.1049999999999995,6.984999999999999,0.1,0.0,0.0,0.0,0.66,,,1826.0,1415.5,0,0.245,0,5.385,0,4.765,3.875,8.185,89.9,995.235,2,8.277777778,2.0,144.4444444,1,15.33044444
2024-01-01 12:00:00+00:00,4298.5,3983.3050000000003,1914.765,439.345,101.865,172.195,70.4,121.215,195.93,2103.0950000000003,0.0,4.37,6.87,0.1,0.0,0.0,0.0,0.66,,,2099.0,1942.75,0,0.17,0,6.09,0,5.46,4.62,8.64,90.15,993.43,2,9.166666667,2.0,140.0,1,16.97666667
2024-01-01 13:00:00+00:00,4332.5,4135.25,2134.8,551.165,102.09,171.525,70.33000000000001,79.285,195.325,2213.755,0.0,4.4350000000000005,6.755,0.1,0.0,0.0,0.0,0.65,,,2242.0,2160.5,0,0.49,0,6.425,0,5.94,5.285,9.03,92.15,991.335,2,11.16666667,2.0,137.2222222,1,20.68066667
2024-01-01 14:00:00+00:00,4324.5,4186.389999999999,2377.67,402.05499999999995,103.24000000000001,164.815,52.91,10.29,194.89,2508.29,0.0,4.505,6.87,0.115,0.0,0.0,0.0,0.66,,,2515.0,2423.0,0,1.365,0,6.69,0,6.3,5.78,9.335,93.55,988.785,2,12.27777778,2.0,131.6666667,1,22.73844444
2024-01-01 15:00:00+00:00,4368.5,4196.96,2724.265,337.43,102.09,46.230000000000004,42.055,18.27,177.325,2680.525,0.0,4.575,6.984999999999999,2.79,0.0,0.0,0.0,0.66,,,2707.5,2762.75,0,1.45,0,7.195,0,6.82,6.345,9.7,93.95,986.5,2,13.5,2.0,134.4444444,1,25.002
2024-01-01 16:00:00+00:00,4637.5,4303.469999999999,2995.685,569.905,103.935,0.45,60.59,80.6,176.995,2751.46,0.0,4.82,6.87,3.97,0.0,0.0,0.0,0.66,,,2772.5,3016.25,0,1.735,0,7.62,0,7.275,6.82,10.03,94.35,984.3,2,13.55555556,2.0,137.7777778,1,25.10488889
2024-01-01 17:00:00+00:00,4951.5,4464.27,3147.415,583.5350000000001,105.65,0.45,69.22,18.085,180.21,2897.4849999999997,0.0,5.175,6.640000000000001,2.965,0.0,0.0,0.0,0.635,,,2883.0,3161.25,0,1.84,0,7.99,0,7.645,7.2,10.295,94.4,982.5,2,13.44444444,2.0,139.4444444,1,24.89911111
2024-01-01 18:00:00+00:00,4964.5,4373.91,3302.275,514.3149999999999,104.96,0.45,55.64,21.595,187.79000000000002,2934.81,0.0,7.255,6.755,2.945,0.0,0.0,0.0,0.66,,,2954.25,3304.25,0,1.715,0,8.485,0,8.115,7.73,10.65,94.6,981.295,2,12.77777778,2.0,146.1111111,1,23.66444444
2024-01-01 19:00:00+00:00,4808.0,4183.885,3323.18,357.70500000000004,106.22,0.45,0.12,75.84,196.51,2880.735,0.0,6.975,6.64,3.13,5.73,0.0,0.0,0.66,,,2857.75,3328.0,0,0.76,0,8.925,0,8.445,7.91,10.735,92.95,980.66,2,12.61111111,2.0,171.1111111,1,23.35577778
2024-01-01 20:00:00+00:00,4563.5,4004.33,3365.815,320.375,106.79,0.45,0.12,70.2,195.425,2789.61,0.0,5.525,6.640000000000001,2.46,3.49,0.33,0.0,0.635,,,2756.0,3372.5,0,0.35,0,9.385,0,8.71,8.01,10.785,90.8,980.73,2,13.0,2.0,196.1111111,1,24.076
2024-01-01 21:00:00+00:00,4294.5,3760.25,3393.26,306.77,106.33500000000001,0.45,0.12,0.0,193.41,2593.975,0.0,7.185,6.755,3.13,1.61,0.0,0.0,0.645,,,2556.0,3387.5,0,0.195,0,9.87,0,9.06,8.19,10.9,89.1,981.105,2,14.33333333,2.0,211.1111111,1,26.54533333
2024-01-01 22:00:00+00:00,4008.0,3533.0950000000003,3339.485,321.205,108.965,0.45,0.12,0.0,193.12,2426.71,0.0,6.78,6.755,2.96,1.08,0.0,0.0,0.62,,,2414.0,3329.75,0,0.1,0,9.915,0,9.03,8.1,10.82,88.15,981.53,2,15.22222222,2.0,221.6666667,1,28.19155556
2024-01-01 23:00:00+00:00,3898.0,3352.74,3260.7,315.755,112.62,0.54,0.12,0.0,177.69,2141.95,0.0,6.575,6.87,2.49,1.12,0.0,0.0,0.655,,,2102.25,3250.5,0,0.13,0,10.03,0,9.05,7.975,10.745,86.75,981.81,2,14.77777778,2.0,229.4444444,1,27.36844444
2024-01-02 00:00:00+00:00,3965.5,3208.0649999999996,3080.68,355.895,118.105,0.54,0.12,0.0,175.075,1875.215,0.0,8.989999999999998,6.869999999999999,3.19,1.12,0.0,0.0,0.66,,,1875.0,3060.0,0,0.04,0,9.945,0,8.895,7.75,10.57,85.7,982.055,2,14.66666667,2.0,227.7777778,1,27.16266667
2024-01-02 01:00:00+00:00,3794.0,3026.815,2865.45,351.41999999999996,114.565,0.54,0.12,0.0,176.43,1690.625,0.0,8.945,6.984999999999999,3.19,1.12,0.0,0.0,0.66,,,1657.0,2820.5,0,0.06,0,9.91,0,8.9,7.775,10.6,86.25,982.11,2,14.55555556,2.0,223.3333333,1,26.95688889
2024-01-02 02:00:00+00:00,3685.0,2965.6,2481.475,358.32,116.97,0.54,0.12,0.0,175.52,1341.88,0.0,7.865,6.984999999999999,5.2,1.08,0.0,0.0,0.66,,,1310.0,2424.0,0,0.025,0,9.775,0,8.805,7.75,10.59,86.75,981.925,2,13.55555556,2.0,219.4444444,1,25.10488889
2024-01-02 03:00:00+00:00,3654.5,2887.94,2064.115,425.70500000000004,112.96,0.54,0.12,0.0,176.25,1110.695,0.0,3.0100000000000002,7.1,5.03,1.05,0.0,0.0,0.66,,,1096.0,2027.5,0,0.05,0,9.695,0,8.8,7.835,10.64,88.05,981.46,2,12.0,2.0,216.1111111,1,22.224
2024-01-02 04:00:00+00:00,3636.5,2852.84,1756.315,495.875,103.13,0.54,0.12,0.0,175.945,991.5450000000001,0.0,0.95,6.755,3.02,1.19,0.0,0.0,0.66,,,977.0,1712.0,0,0.295,0,9.625,0,8.86,8.01,10.78,89.4,980.97,2,11.11111111,2.0,210.5555556,1,20.57777778
2024-01-02 05:00:00+00:00,3684.5,2906.66,1375.38,674.8299999999999,100.83500000000001,0.54,0.19,0.0,177.76,879.175,0.0,0.95,6.41,3.2350000000000003,1.115,0.0,0.0,0.64,,,885.75,1316.75,0,0.2,0,9.6,0,8.91,8.15,10.875,90.25,980.08,2,10.5,2.0,207.7777778,1,19.446
2024-01-02 06:00:00+00:00,3902.5,3138.74,938.255,658.9549999999999,100.38,0.54,0.19,0.0,177.565,1060.7849999999999,0.0,1.11,6.869999999999999,4.895,1.155,0.0,0.0,0.66,,,1088.25,899.5,0,0.145,0,9.455,0,8.81,8.095,10.815,90.9,979.425,2,9.722222222,2.0,203.3333333,1,18.00555556
2024-01-02 07:00:00+00:00,4155.5,3511.4,688.565,789.31,101.52000000000001,160.21,0.19,0.0,176.79500000000002,998.3799999999999,0.0,1.1800000000000002,6.640000000000001,0.16,1.085,0.0,0.0,0.66,,,1009.0,679.25,0,0.315,0,9.285,0,8.71,8.025,10.775,91.6,978.955,2,8.555555556,2.0,199.4444444,1,15.84488889
2024-01-02 08:00:00+00:00,4300.5,3836.665,679.535,1008.0,99.925,171.445,0.19,0.0,186.345,1035.905,0.0,1.1800000000000002,6.755,0.16,1.25,0.0,0.0,0.66,,,1035.5,703.0,0,0.43,0,9.07,0,8.56,7.985,10.725,92.55,978.57,2,7.611111111,2.0,195.0,1,14.09577778
2024-01-02 09:00:00+00:00,4486.5,4070.645,924.395,1165.3200000000002,104.61500000000001,169.26999999999998,0.19,0.0,194.59,1131.1750000000002,0.0,1.25,6.87,0.13,1.115,0.0,0.0,0.665,,,1132.0,976.75,0,0.48,0,9.02,0,8.505,7.96,10.71,92.7,978.295,2,6.944444444,2.0,211.1111111,1,12.86111111
2024-01-02 10:00:00+00:00,4663.5,4246.860000000001,1357.165,1081.325,118.445,384.655,0.19,0.0,193.685,1371.075,0.0,4.965,6.984999999999999,0.13,1.115,0.0,0.0,0.66,,,1419.0,1416.5,0,0.425,0,8.975,0,8.505,8.01,10.75,93.35,978.22,2,7.055555556,2.0,212.7777778,1,13.06688889
2024-01-02 11:00:00+00:00,4786.0,4377.93,1791.28,1100.1100000000001,105.08000000000001,331.305,0.12,0.0,195.665,1648.27,0.0,4.29,6.87,0.13,1.08,36.92,0.0,0.615,,,1738.25,1830.5,0,0.47,0,9.1,0,8.555,7.945,10.695,92.1,978.43,2,8.277777778,2.0,221.6666667,1,15.33044444
2024-01-02 12:00:00+00:00,4853.5,4484.870000000001,1942.94,1032.305,99.01499999999999,196.725,0.12,0.0,196.18,2125.425,0.0,4.225,7.324999999999999,0.14500000000000002,1.04,0.0,0.0,0.62,,,2141.25,1960.25,0,0.535,0,9.235,0,8.625,7.935,10.695,91.35,978.525,2,9.833333333,2.0,231.6666667,1,18.21133333
2024-01-02 13:00:00+00:00,4877.5,4522.15,2073.2,1088.9299999999998,99.235,313.985,0.12,0.0,195.47,2279.9300000000003,0.0,4.4,6.87,0.115,1.08,0.0,0.0,0.665,,,2299.0,2086.0,0,0.625,0,9.265,0,8.53,7.71,10.525,89.75,978.73,2,10.44444444,2.0,237.7777778,1,19.34311111
2024-01-02 14:00:00+00:00,4886.5,4487.18,2154.275,1081.78,112.155,231.235,0.12,0.0,186.98,2457.925,0.0,4.3149999999999995,6.525,0.07,1.155,0.0,0.0,0.66,,,2472.5,2155.75,0,0.4,0,9.135,0,8.375,7.54,10.41,89.5,979.01,2,11.27777778,2.0,244.4444444,1,20.88644444
2024-01-02 15:00:00+00:00,4942.0,4502.48,2161.13,1087.72,108.16,317.3,0.12,0.0,177.635,2367.41,0.0,4.3149999999999995,6.755,0.13,1.04,0.0,0.0,0.64,,,2384.0,2160.5,0,0.565,0,9.07,0,8.245,7.335,10.26,88.55,979.4,2,11.22222222,2.0,241.1111111,1,20.78355556
2024-01-02 16:00:00+00:00,5150.0,4625.4,2125.95,1026.505,105.42,235.44,0.12,2.635,176.695,2385.3050000000003,0.0,4.31,6.64,0.1,1.12,0.0,0.0,0.635,,,2341.0,2110.5,0,0.215,0,8.8,0,7.985,7.055,10.07,88.55,980.045,2,11.61111111,2.0,242.7777778,1,21.50377778
2024-01-02 17:00:00+00:00,5395.5,4893.6849999999995,1995.095,1143.71,105.08,435.21500000000003,0.12,11.9,179.405,2103.52,0.0,4.475,6.984999999999999,0.1,1.64,0.0,0.0,0.66,,,2100.5,1975.75,0,0.2,0,8.435,0,7.735,6.92,9.97,89.95,980.645,2,10.55555556,2.0,240.5555556,1,19.54888889
2024-01-02 18:00:00+00:00,5351.0,4869.6,1657.435,1153.435,97.18,442.26,0.12,18.450000000000003,195.78,1813.23,0.0,4.31,6.64,0.175,1.96,0.0,0.0,0.66,,,1759.25,1633.5,0,0.075,0,8.185,0,7.56,6.83,9.92,90.75,981.125,2,9.722222222,2.0,237.2222222,1,18.00555556
2024-01-02 19:00:00+00:00,5146.0,4646.225,1495.56,1131.71,103.82,442.265,0.12,12.115,194.94,1529.63,0.0,4.475,6.18,0.19,1.955,0.0,0.0,0.66,,,1520.25,1486.0,0,0.275,0,7.93,0,7.33,6.625,9.775,91.15,981.395,2,8.777777778,2.0,226.6666667,1,16.25644444
2024-01-02 20:00:00+00:00,4914.5,4434.67,1446.355,1257.995,104.27,444.105,0.12,7.279999999999999,195.075,1239.65,0.0,4.244999999999999,6.755,0.19,2.555,0.0,0.0,0.62,,,1203.75,1450.5,0,0.085,0,7.705,0,7.165,6.535,9.72,92.05,981.605,2,8.5,2.0,221.1111111,1,15.742
2024-01-02 21:00:00+00:00,4637.0,4204.379999999999,1504.21,1123.4650000000001,107.7,441.42499999999995,0.12,3.04,195.16,1147.545,0.0,4.46,6.64,0.13,3.84,0.0,0.0,0.63,,,1165.25,1521.0,0,0.1,0,7.675,0,7.145,6.55,9.73,92.2,981.685,2,8.333333333,2.0,217.7777778,1,15.43333333
2024-01-02 22:00:00+00:00,4265.5,3941.83,1619.365,906.9300000000001,101.405,442.765,0.12,0.0,192.415,1175.005,0.0,3.355,6.525,0.19,4.71,0.0,0.0,0.615,,,1192.25,1626.5,0,0.14,0,7.38,0,6.9,6.305,9.58,92.5,981.695,2,8.777777778,2.0,212.7777778,1,16.25644444
2024-01-02 23:00:00+00:00,4124.5,3731.0299999999997,1659.005,746.815,105.19,442.765,0.19,0.0,177.065,1078.725,0.0,2.62,6.755,0.20500000000000002,5.135,37.684999999999995,0.0,0.64,,,1051.0,1656.25,0,0.065,0,7.29,0,6.81,6.22,9.515,92.55,981.745,2,8.388888889,2.0,207.7777778,1,15.53622222
2024-01-03 00:00:00+00:00,4062.0,3517.4750000000004,1592.81,762.76,105.19,382.54,0.19,0.0,172.11,1005.9,0.0,2.94,6.755,0.20500000000000002,5.13,74.60499999999999,0.0,0.665,,,998.0,1575.25,0,0.21,0,7.185,0,6.71,6.14,9.465,92.55,982.125,2,8.111111111,2.0,216.1111111,0,15.02177778
2024-01-03 01:00:00+00:00,3833.0,3322.87,1433.55,912.25,103.935,174.72,0.19,0.0,174.14,953.475,0.0,2.94,6.64,0.22,5.905,110.315,0.0,0.655,,,933.0,1406.75,0,0.14,0,7.1,0,6.665,6.135,9.46,93.25,982.195,2,7.0,2.0,216.6666667,0,12.964
2024-01-03 02:00:00+00:00,3719.0,3208.585,1248.83,879.4100000000001,104.03999999999999,178.405,0.19,0.0,173.91,813.05,0.0,3.62,6.525,0.25,5.66,220.88,0.0,0.6799999999999999,,,820.5,1237.0,0,0.11,0,7.14,0,6.7,6.19,9.495,93.3,982.33,2,7.166666667,2.0,202.7777778,0,13.27266667
2024-01-03 03:00:00+00:00,3679.5,3154.72,1162.34,874.125,103.005,164.81,0.19,0.0,172.14499999999998,768.1800000000001,0.0,2.94,6.755,0.265,5.835,220.12,0.0,0.64,,,776.5,1155.0,0,0.085,0,7.215,0,6.755,6.21,9.51,93.1,982.615,2,7.111111111,2.0,217.7777778,0,13.16977778
2024-01-03 04:00:00+00:00,3665.5,3100.92,1087.855,787.64,102.43,164.81,0.19,0.0,172.63,817.75,0.0,2.705,6.525,0.25,5.66,218.82999999999998,0.0,0.66,,,825.25,1072.25,0,0.125,0,6.985,0,6.555,6.055,9.405,93.6,982.82,2,6.666666667,2.0,222.7777778,0,12.34666667
2024-01-03 05:00:00+00:00,3703.5,3139.545,973.585,812.71,100.61,168.51,0.19,0.0,172.975,889.455,0.0,2.64,6.984999999999999,0.22,6.395,214.91500000000002,0.0,0.66,,,899.0,963.25,0,0.09,0,7.005,0,6.58,6.095,9.43,93.75,983.27,2,6.5,2.0,220.0,0,12.038
2024-01-03 06:00:00+00:00,3935.0,3354.715,828.41,906.52,100.95,164.64499999999998,34.62,0.0,172.14,988.835,0.0,2.45,6.640000000000001,0.22,0.0,107.055,0.0,0.66,,,995.5,833.25,0,0.12,0,7.025,0,6.655,6.22,9.505,94.3,983.945,2,6.666666667,2.0,227.7777778,0,12.34666667
2024-01-03 07:00:00+00:00,4203.5,3707.24,896.175,1248.54,102.9,274.85,41.25,11.195,173.21,950.24,0.0,2.535,6.984999999999999,0.20500000000000002,0.0,0.0,0.0,0.66,,,938.0,915.5,0,0.095,0,6.92,0,6.58,6.19,9.51,94.85,984.645,2,6.5,2.0,227.7777778,0,12.038
2024-01-03 08:00:00+00:00,4353.5,4029.3900000000003,1070.71,1299.765,103.81,442.6,54.935,15.225000000000001,176.67000000000002,962.245,0.0,2.5949999999999998,7.1,0.20500000000000002,0.0,0.0,0.0,0.665,,,986.0,1099.5,0,0.15,0,6.805,0,6.48,6.11,9.435,94.95,985.55,2,6.666666667,2.0,236.6666667,0,12.34666667
2024-01-03 09:00:00+00:00,4533.5,4277.424999999999,1304.88,1339.4450000000002,106.905,448.46500000000003,70.39500000000001,62.545,185.48,1069.1599999999999,0.0,2.4450000000000003,6.984999999999999,0.19,0.0,0.0,0.0,0.655,,,1082.5,1335.75,0,0.115,0,6.665,0,6.32,5.87,9.28,94.35,986.49,2,6.666666667,2.0,238.3333333,0,12.34666667
2024-01-03 10:00:00+00:00,4705.0,4409.04,1509.07,1347.72,102.78,448.96500000000003,41.144999999999996,64.155,194.73000000000002,1084.405,0.0,2.5300000000000002,7.1,0.19,0.0,0.0,0.0,0.655,,,1109.25,1518.5,0,0.03,0,7.13,0,6.735,6.27,9.535,93.85,987.275,2,7.388888889,2.0,252.2222222,0,13.68422222
2024-01-03 11:00:00+00:00,4824.0,4457.175,1586.78,1336.115,112.045,444.61,72.64,70.195,194.15,1170.0500000000002,0.0,2.46,6.755,0.19,0.0,0.0,0.0,0.66,,,1183.75,1597.5,0,0.045,0,7.865,0,7.395,6.825,9.905,92.9,988.32,2,7.888888889,2.0,249.4444444,0,14.61022222
2024-01-03 12:00:00+00:00,4888.0,4497.905,1555.95,1277.685,109.645,433.36,75.66999999999999,38.775,193.14,1390.275,0.0,2.5300000000000002,7.1,0.20500000000000002,0.0,0.0,0.0,0.66,,,1429.75,1576.0,0,0.075,0,8.455,0,7.84,7.13,10.115,91.0,988.965,2,8.666666667,2.0,251.1111111,0,16.05066667
2024-01-03 13:00:00+00:00,4911.5,4541.77,1723.68,1296.775,123.14,442.43,69.495,72.795,194.85000000000002,1496.33,0.0,2.6,6.640000000000001,0.175,0.0,0.0,0.0,0.655,,,1500.0,1747.5,0,0.135,0,8.97,0,8.17,7.26,10.21,88.75,989.37,2,9.666666667,2.0,257.7777778,0,17.90266667
2024-01-03 14:00:00+00:00,4920.0,4504.0650000000005,1906.72,1192.98,151.61,434.38,66.595,10.465,176.09,1836.7800000000002,0.0,2.45,7.21,0.19,0.0,0.0,0.0,0.66,,,1854.0,1928.0,0,0.165,0,9.005,0,8.07,6.995,10.02,86.95,989.83,2,10.33333333,2.0,261.6666667,0,19.13733333
2024-01-03 15:00:00+00:00,4971.5,4507.145,2076.145,1087.4850000000001,115.82,444.94,69.985,10.905000000000001,177.57,2101.285,0.0,2.5300000000000002,7.324999999999999,0.13,0.0,0.0,0.0,0.655,,,2097.5,2098.0,0,0.17,0,8.84,0,7.895,6.835,9.91,87.1,990.475,2,10.44444444,2.0,255.0,0,19.34311111
2024-01-03 16:00:00+00:00,5170.0,4643.015,2238.875,1324.67,109.415,449.47,72.46,107.03999999999999,177.09500000000003,2097.6000000000004,0.0,2.77,7.4399999999999995,0.16,0.0,0.0,0.0,0.665,,,2123.25,2255.0,0,0.1,0,8.38,0,7.555,6.595,9.755,88.15,991.215,2,10.27777778,2.0,250.5555556,0,19.03444444
2024-01-03 17:00:00+00:00,5415.0,4968.0,2348.16,1278.835,111.025,440.08500000000004,68.095,193.51,178.625,2281.66,0.0,2.385,8.469999999999999,0.175,0.0,0.0,0.0,0.66,,,2235.5,2355.0,0,0.12,0,7.92,0,7.155,6.265,9.54,88.95,992.195,2,10.11111111,2.0,248.3333333,0,18.72577778
2024-01-03 18:00:00+00:00,5374.0,4944.715,2337.14,1243.46,107.815,417.6,68.025,221.63,190.06,2244.645,0.0,2.46,8.355,0.19,0.0,0.0,0.0,0.64,,,2248.5,2345.0,0,0.125,0,7.72,0,6.985,6.09,9.415,89.2,993.02,2,9.611111111,2.0,245.0,0,17.79977778
2024-01-03 19:00:00+00:00,5175.0,4746.675,2380.83,1200.19,103.82,405.01,65.86,21.02,194.42,2164.4849999999997,0.0,2.6,7.67,0.14500000000000002,0.0,0.0,0.0,0.64,,,2166.75,2378.5,0,0.065,0,7.68,0,6.955,6.04,9.4,89.15,993.775,2,10.5,2.0,243.3333333,0,19.446
2024-01-03 20:00:00+00:00,4946.0,4496.03,2351.36,987.86,103.81,424.315,59.96,0.0,194.555,2070.0550000000003,0.0,2.4450000000000003,8.925,0.13,0.0,0.0,0.0,0.66,,,2085.0,2343.5,0,0.04,0,7.62,0,6.845,5.875,9.29,88.5,994.48,2,10.61111111,2.0,244.4444444,0,19.65177778
2024-01-03 21:00:00+00:00,4666.0,4239.299999999999,2295.75,887.63,104.85,179.575,66.07000000000001,0.0,196.0,2138.475,0.0,2.6,9.725,0.13,0.0,0.0,0.0,0.64,,,2123.75,2291.5,0,0.075,0,7.495,0,6.735,5.81,9.255,88.8,995.055,2,10.66666667,2.0,241.6666667,0,19.75466667
2024-01-03 22:00:00+00:00,4296.5,3961.05,2256.155,629.485,103.13,169.835,70.435,0.0,195.52499999999998,2052.235,0.0,2.55,14.185,0.175,0.0,0.0,0.0,0.66,,,2033.5,2250.0,0,0.135,0,7.43,0,6.6,5.575,9.105,87.85,995.615,2,10.61111111,2.0,245.0,0,19.65177778
2024-01-03 23:00:00+00:00,4162.0,3730.075,2212.475,626.735,102.66499999999999,166.2,43.345,0.0,175.07999999999998,2019.915,0.0,3.4799999999999995,16.005,0.19,0.0,0.0,0.0,0.655,,,1997.25,2209.0,0,0.125,0,7.405,0,6.535,5.46,9.025,87.4,995.95,2,10.5,2.0,239.4444444,0,19.446
2024-01-04 00:00:00+00:00,4191.0,3554.285,1993.895,645.0699999999999,119.82499999999999,171.735,43.519999999999996,0.0,175.29,1959.875,0.0,4.27,13.49,0.22,0.0,74.165,0.0,0.665,,,1958.25,1974.5,0,0.32,0,7.195,0,6.375,5.335,8.95,87.8,996.37,2,11.0,2.0,245.0,0,20.372
2024-01-04 01:00:00+00:00,3994.0,3373.255,1816.815,678.185,104.505,167.58499999999998,65.895,0.0,175.875,1939.8400000000001,0.0,4.64,13.49,0.19,0.0,224.435,0.0,0.66,,,1949.25,1786.0,0,0.105,0,7.185,0,6.25,5.04,8.775,86.15,996.665,2,11.0,2.0,247.7777778,0,20.372
2024-01-04 02:00:00+00:00,3854.5,3266.37,1576.755,565.785,89.75,172.12,56.295,0.0,175.85500000000002,1806.3899999999999,0.0,4.79,13.605,0.25,0.0,222.39,0.0,0.66,,,1788.0,1549.5,0,0.185,0,6.72,0,5.875,4.78,8.63,87.35,996.975,2,10.11111111,2.0,247.2222222,0,18.72577778
2024-01-04 03:00:00+00:00,3793.0,3185.54,1383.245,634.635,97.065,169.605,52.385000000000005,0.0,175.87,1657.545,0.0,7.735,14.065,0.22,0.0,220.48000000000002,0.0,0.66,,,1650.75,1369.0,0,0.09,0,6.465,0,5.63,4.51,8.47,87.15,997.385,2,9.388888889,2.0,231.1111111,0,17.38822222
